ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Oberstdorf;Landkreis Oberallgäu;4,74E+15;1,03E+16;;0;very low;0,00;0,00;C;4851;60,00;291060,00;0,2265;65937,78;0,20
Pfaffenhausen;Landkreis Unterallgäu;4,81E+15;1,04E+16;;0;very low;0,00;0,00;F;3518;90,68;319025,36;0,6833;217996,02;0,30
Breitenbrunn;Landkreis Unterallgäu;4,82E+15;1,04E+16;;0;very low;0,00;0,00;E;3518;161,70;568859,37;0,5076;288764,58;0,25
Kirchheim in Schwaben;Landkreis Unterallgäu;4,82E+15;1,05E+16;;0;very low;0,00;0,00;F;3518;92,99;327123,88;0,5279;172700,64;0,25
Dietmannsried;Landkreis Oberallgäu;4,78E+14;1,03E+16;;0;very low;0,00;0,00;E;4851;70,15;340297,55;0,4466;151978,42;0,20
Dietmannsried;Landkreis Oberallgäu;4,78E+15;1,03E+15;;0;very low;0,00;0,00;D;4851;88,96;431555,46;0,3005;129674,71;0,20
Legau;Landkreis Unterallgäu;4,79E+15;1,02E+16;;0;very low;0,00;0,00;B;3518;60,00;211080,00;0,7034;148481,97;0,30
Altusried;Landkreis Oberallgäu;4,78E+16;1,02E+16;;0;very low;0,00;0,00;F;4851;111,11;539002,09;0,4278;230561,37;0,20
Altusried;Landkreis Oberallgäu;4,78E+15;1,02E+16;;0;very low;0,00;0,00;F;4851;421,02;2042390,02;0,0907;185220,22;0,20
Altusried;Landkreis Oberallgäu;4,78E+15;1,01E+16;;0;very low;0,00;0,00;H;4851;60,00;291060,00;0,6356;184997,49;0,30
Oy-Mittelberg;Landkreis Oberallgäu;4,76E+15;1,05E+16;;0;very low;0,00;0,00;A;4851;60,00;291060,00;0,5435;158190,43;0,25
Nesselwang;Landkreis Ostallgäu;4,76E+16;1,05E+16;;0;very low;0,00;0,00;B;3907;60,00;234420,00;0,6047;141757,32;0,30
Wertach;Landkreis Oberallgäu;4,76E+15;1,04E+16;;0;very low;0,00;0,00;B;4851;60,00;291060,00;0,4647;135245,56;0,20
Bad Hindelang;Landkreis Oberallgäu;4,75E+15;1,04E+16;;0;very low;0,00;0,00;D;4851;60,00;291060,00;0,4885;142184,92;0,20
Rettenberg;Landkreis Oberallgäu;4,75E+15;1,03E+16;;0;very low;0,00;0,00;F;4851;68,56;332604,17;0,4338;144286,57;0,20
Burgberg i.Allgäu;Landkreis Oberallgäu;4,75E+15;1,03E+15;;0;very low;0,00;0,00;C;4851;60,00;291060,00;0,7280;211900,18;0,30
Blaichach;Landkreis Oberallgäu;4,75E+15;1,01E+16;;0;very low;0,00;0,00;E;4851;148,69;721304,18;0,0927;66883,01;0,20
Blaichach;Landkreis Oberallgäu;4,75E+15;1,02E+15;;0;very low;0,00;0,00;D;4851;63,92;310077,44;0,6767;209843,36;0,30
Immenstadt im Allgäu;Landkreis Oberallgäu;4,76E+15;1,02E+16;;0;very low;0,00;0,00;A;4851;147,10;713594,24;0,1434;102358,78;0,20
Immenstadt im Allgäu;Landkreis Oberallgäu;4,76E+15;1,01E+16;;0;very low;0,00;0,00;A;4851;219,96;1067006,41;0,0685;73057,98;0,20
Immenstadt im Allgäu;Landkreis Oberallgäu;4,75E+15;1,02E+16;;0;very low;0,00;0,00;D;4851;60,00;291060,00;0,3946;114865,12;0,20
Immenstadt im Allgäu;Landkreis Oberallgäu;4,76E+15;1,02E+16;;0;very low;0,00;0,00;H;4851;87,61;424981,58;0,5233;222386,13;0,25
Oberstaufen;Landkreis Oberallgäu;4,75E+16;1,00E+15;;0;very low;0,00;0,00;H;4851;60,00;291060,00;0,5722;166549,81;0,25
Oberstaufen;Landkreis Oberallgäu;4,76E+15;1,00E+16;;0;very low;0,00;0,00;G;4851;113,75;551798,19;0,4035;222665,87;0,20
Wiggensbach;Landkreis Oberallgäu;4,77E+15;1,02E+16;;0;very low;0,00;0,00;E;4851;89,95;436365,99;0,2746;119818,23;0,20
Gaukönigshofen;Landkreis Würzburg;4,96E+16;1,00E+14;;0;very low;0,00;0,00;A+;3022;101,06;305395,31;0,5236;159904,91;0,25
Leinach;Landkreis Würzburg;4,98E+15;9,82E+15;;0;very low;0,00;0,00;D;3022;317,74;960200,61;0,2267;217657,18;0,20
Roßtal;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;E;4602;97,09;446826,74;0,5623;251265,41;0,25
Roßtal;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;A;4602;77,36;356032,50;0,7193;256090,38;0,30
Roßtal;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;C;4602;96,70;444994,57;0,4721;210094,43;0,20
Großhabersdorf;Landkreis Fürth;4,94E+15;1,08E+16;;0;very low;0,00;0,00;G;4602;60,00;276120,00;0,4538;125314,21;0,20
Burgthann;Landkreis Nürnberger Land;4,93E+14;1,14E+16;;0;very low;0,00;0,00;B;3585;60,00;215100,00;0,4604;99030,75;0,20
Burgthann;Landkreis Nürnberger Land;4,93E+15;1,13E+16;;0;very low;0,00;0,00;G;3585;137,07;491400,22;0,2164;106334,17;0,20
Burgthann;Landkreis Nürnberger Land;4,94E+15;1,13E+16;;0;very low;0,00;0,00;C;3585;60,00;215100,00;0,6251;134450,52;0,30
Allersberg;Landkreis Roth;4,92E+15;1,13E+16;;0;very low;0,00;0,00;H;3631;74,35;269972,30;0,5428;146534,23;0,25
Allersberg;Landkreis Roth;4,93E+12;1,13E+16;;0;very low;0,00;0,00;C;3631;189,00;686265,11;0,3327;228318,34;0,20
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;4,93E+13;1,13E+15;;0;very low;0,00;0,00;D;3013;137,21;413402,97;0,4655;192454,96;0,20
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;4,93E+15;1,13E+16;;0;very low;0,00;0,00;D;3013;81,93;246848,90;0,5617;138653,32;0,25
Dasing;Landkreis Aichach-Friedberg;4,84E+15;1,10E+16;;0;very low;0,00;0,00;G;4487;60,00;269220,00;0,5386;144990,85;0,25
Wildpoldsried;Landkreis Oberallgäu;4,78E+15;1,04E+16;;0;very low;0,00;0,00;H;4851;60,00;291060,00;0,4874;141867,06;0,20
Haldenwang;Landkreis Oberallgäu;4,78E+15;1,03E+15;;0;very low;0,00;0,00;G;4851;60,00;291060,00;0,5330;155136,91;0,25
Collenberg;Landkreis Miltenberg;4,98E+15;9,33E+15;;0;very low;0,00;0,00;C;2785;85,21;237302,30;0,3781;89723,53;0,20
Babenhausen;Landkreis Unterallgäu;4,82E+15;1,02E+16;;0;very low;0,00;0,00;C;3518;146,34;514828,29;0,2984;153626,35;0,20
Erkheim;Landkreis Unterallgäu;4,81E+15;1,03E+16;;0;very low;0,00;0,00;D;3518;60,00;211080,00;0,4235;89398,29;0,20
Boos;Landkreis Unterallgäu;4,81E+14;1,02E+16;;0;very low;0,00;0,00;C;3518;60,00;211080,00;0,6834;144250,36;0,30
Biessenhofen;Landkreis Ostallgäu;4,78E+15;1,06E+15;;0;very low;0,00;0,00;A+;3907;60,00;234420,00;0,3933;92201,32;0,20
Mauerstetten;Landkreis Ostallgäu;4,79E+15;1,07E+16;;0;very low;0,00;0,00;G;3907;60,00;234420,00;0,7330;171838,09;0,30
Stöttwang;Landkreis Ostallgäu;4,79E+16;1,07E+15;;0;very low;0,00;0,00;A+;3907;84,10;328562,15;0,4109;135000,8;0,20
Germaringen;Landkreis Ostallgäu;4,80E+13;1,07E+15;;0;very low;0,00;0,00;H;3907;173,99;679790,91;0,2014;136933,53;0,20
Pforzen;Landkreis Ostallgäu;4,79E+15;1,06E+16;;0;very low;0,00;0,00;C;3907;60,00;234420,00;0,4942;115849,88;0,20
Markt Rettenbach;Landkreis Unterallgäu;4,80E+16;1,04E+16;;0;very low;0,00;0,00;E;3518;117,85;414584,96;0,5880;243791,49;0,25
Ottobeuren;Landkreis Unterallgäu;4,79E+15;1,03E+14;;0;very low;0,00;0,00;C;3518;60,00;211080,00;0,6440;135941,73;0,30
Ottobeuren;Landkreis Unterallgäu;4,79E+16;1,03E+16;;0;very low;0,00;0,00;F;3518;65,84;231623,86;0,4336;100438,5;0,20
Wolfertschwenden;Landkreis Unterallgäu;4,79E+15;1,02E+16;;0;very low;0,00;0,00;H;3518;60,00;211080,00;0,6714;141715,31;0,30
Buxheim;Landkreis Unterallgäu;4,80E+15;1,01E+16;;0;very low;0,00;0,00;F;3518;60,00;211080,00;0,5784;122098,28;0,25
Woringen;Landkreis Unterallgäu;4,79E+16;1,02E+16;;0;very low;0,00;0,00;D;3518;60,00;211080,00;0,6272;132378,89;0,30
Bad Grönenbach;Landkreis Unterallgäu;4,79E+15;1,02E+16;;0;very low;0,00;0,00;B;3518;180,23;634044,96;0,1832;116159,62;0,20
Würzburg;;4,98E+15;9,94E+15;;0;very low;0,00;0,00;E;3022;97,77;295469,38;0,4798;141770,35;0,20
Würzburg;;4,98E+14;9,93E+14;;0;very low;0,00;0,00;H;3022;60,00;181320,00;0,7274;131893,29;0,30
Würzburg;;4,98E+15;9,94E+15;;0;very low;0,00;0,00;C;3022;60,00;181320,00;0,6022;109195,99;0,30
Würzburg;;4,98E+15;9,94E+15;;0;very low;0,00;0,00;A+;3022;483,36;1460710,10;0,0673;98377,81;0,20
Würzburg;;4,98E+15;9,93E+15;;0;very low;0,00;0,00;A;3022;104,71;316421,56;0,2431;76911,62;0,20
Mindelheim;Landkreis Unterallgäu;4,81E+15;1,05E+16;;0;very low;0,00;0,00;F;3518;86,83;305480,86;0,1569;47915,78;0,20
Mindelheim;Landkreis Unterallgäu;4,80E+14;1,05E+16;;0;very low;0,00;0,00;A+;3518;62,68;220503,94;0,6298;138872,72;0,30
Mindelheim;Landkreis Unterallgäu;4,80E+16;1,05E+16;;0;very low;0,00;0,00;E;3518;60,00;211080,00;0,6976;147257,75;0,30
Mindelheim;Landkreis Unterallgäu;4,81E+16;1,05E+16;;0;very low;0,00;0,00;D;3518;92,12;324075,51;0,2677;86764,29;0,20
Würzburg;;4,98E+15;9,93E+15;;0;very low;0,00;0,00;B;3022;60,00;181320,00;0,6782;122965,48;0,30
Würzburg;;4,98E+15;9,93E+15;;0;very low;0,00;0,00;C;3022;70,57;213272,35;0,4127;88024,26;0,20
Würzburg;;4,98E+15;9,93E+14;;0;very low;0,00;0,00;C;3022;60,00;181320,00;0,4750;86130,29;0,20
Memmingerberg;Landkreis Unterallgäu;4,80E+15;1,02E+16;;0;very low;0,00;0,00;G;3518;70,27;247226,54;0,4353;107608,33;0,20
Westerheim;Landkreis Unterallgäu;4,80E+15;1,03E+16;;0;very low;0,00;0,00;A+;3518;278,59;980082,24;0,5121;501866;0,25
Sontheim;Landkreis Unterallgäu;4,80E+16;1,04E+16;;0;very low;0,00;0,00;E;3518;60,00;211080,00;0,6748;142440,17;0,30
Grainau;Landkreis Garmisch-Partenkirchen;4,74E+15;1,10E+16;;0;very low;0,00;0,00;A;7326;60,00;439560,00;0,3535;155362,84;0,20
Schwangau;Landkreis Ostallgäu;4,75E+15;1,08E+16;;0;very low;0,00;0,00;A;3907;60,00;234420,00;0,3624;84958,96;0,20
Halblech;Landkreis Ostallgäu;4,76E+16;1,08E+16;;0;very low;0,00;0,00;G;3907;168,11;656789,67;0,4328;284259,99;0,20
Roßhaupten;Landkreis Ostallgäu;4,77E+15;1,07E+16;;0;very low;0,00;0,00;E;3907;60,00;234420,00;0,4019;94221,58;0,20
Füssen;Landkreis Ostallgäu;4,76E+15;1,07E+16;;0;very low;0,00;0,00;G;3907;60,00;234420,00;0,3198;74970,13;0,20
Füssen;Landkreis Ostallgäu;4,76E+15;1,06E+16;;0;very low;0,00;0,00;A;3907;60,00;234420,00;0,6279;147183,36;0,30
Füssen;Landkreis Ostallgäu;4,76E+15;1,06E+16;;0;very low;0,00;0,00;D;3907;60,00;234420,00;0,3979;93283,19;0,20
Füssen;Landkreis Ostallgäu;4,76E+15;1,06E+16;;0;very low;0,00;0,00;C;3907;66,20;258651,28;0,5189;134203,42;0,25
Durach;Landkreis Oberallgäu;4,77E+16;1,04E+16;;0;very low;0,00;0,00;A+;4851;60,00;291060,00;0,5135;149461,42;0,25
Durach;Landkreis Oberallgäu;4,77E+15;1,04E+16;;0;very low;0,00;0,00;E;4851;120,14;582799,33;0,2211;128839,11;0,20
Sulzberg;Landkreis Oberallgäu;4,77E+15;1,04E+16;;0;very low;0,00;0,00;C;4851;60,00;291060,00;0,4855;141312,86;0,20
Buchenberg;Landkreis Oberallgäu;4,77E+15;1,02E+16;;0;very low;0,00;0,00;F;4851;378,42;1835727,01;0,0870;159764,51;0,20
Waltenhofen;Landkreis Oberallgäu;4,76E+15;1,02E+16;;0;very low;0,00;0,00;F;4851;87,13;422691,20;0,2625;110953,71;0,20
Waltenhofen;Landkreis Oberallgäu;4,76E+15;1,03E+16;;0;very low;0,00;0,00;F;4851;60,00;291060,00;0,4580;133299,86;0,20
Weitnau;Landkreis Oberallgäu;4,77E+15;1,02E+16;;0;very low;0,00;0,00;C;4851;60,00;291060,00;0,5153;149995,01;0,25
Giebelstadt;Landkreis Würzburg;4,96E+15;9,96E+15;;0;very low;0,00;0,00;A;3022;60,00;181320,00;0,4427;80277,94;0,20
Kirchheim;Landkreis Würzburg;4,96E+16;9,85E+15;;0;very low;0,00;0,00;G;3022;68,64;207430,35;0,7148;148264,38;0,30
Neubrunn;Landkreis Würzburg;4,97E+15;9,69E+14;;0;very low;0,00;0,00;C;3022;134,76;407254,61;0,1338;54492,69;0,20
Helmstadt;Landkreis Würzburg;4,98E+15;9,75E+15;;0;very low;0,00;0,00;E;3022;60,00;181320,00;0,5178;93893,75;0,25
Altertheim;Landkreis Würzburg;4,97E+15;9,76E+15;;0;very low;0,00;0,00;D;3022;266,89;806527,43;0,1890;152438,55;0,20
Eisingen;Landkreis Würzburg;4,98E+14;9,83E+15;;0;very low;0,00;0,00;D;3022;107,56;325031,56;0,5827;189382,91;0,25
Höchberg;Landkreis Würzburg;4,98E+15;9,87E+15;;0;very low;0,00;0,00;B;3022;185,69;561167,68;0,4233;237565,67;0,20
Höchberg;Landkreis Würzburg;4,98E+15;9,90E+14;;0;very low;0,00;0,00;D;3022;100,86;304809,25;0,4093;124746,91;0,20
Waldbüttelbrunn;Landkreis Würzburg;4,98E+15;9,82E+15;;0;very low;0,00;0,00;F;3022;478,13;1444905,08;0,1293;186832,42;0,20
Hettstadt;Landkreis Würzburg;4,98E+16;9,84E+14;;0;very low;0,00;0,00;D;3022;137,79;416410,10;0,6285;261725,71;0,30
Zell am Main;Landkreis Würzburg;4,98E+15;9,88E+15;;0;very low;0,00;0,00;A;3022;217,89;658455,62;0,2987;196684,61;0,20
Margetshöchheim;Landkreis Würzburg;4,98E+15;9,86E+14;;0;very low;0,00;0,00;E;3022;60,00;181320,00;0,7185;130286,73;0,30
Güntersleben;Landkreis Würzburg;4,99E+15;9,90E+15;;0;very low;0,00;0,00;A+;3022;60,00;181320,00;0,6953;126077,88;0,30
Veitshöchheim;Landkreis Würzburg;4,98E+16;9,90E+15;;0;very low;0,00;0,00;D;3022;120,76;364947,84;0,4457;162649,17;0,20
Veitshöchheim;Landkreis Würzburg;4,99E+15;9,90E+14;;0;very low;0,00;0,00;H;3022;60,00;181320,00;0,6889;124906,11;0,30
Veitshöchheim;Landkreis Würzburg;4,99E+15;9,87E+15;;0;very low;0,00;0,00;E;3022;104,63;316185,46;0,4626;146275,79;0,20
Eibelstadt;Landkreis Würzburg;4,97E+15;1,00E+16;;0;very low;0,00;0,00;F;3022;222,66;672884,79;0,3873;260577,26;0,20
Theilheim;Landkreis Würzburg;4,98E+15;1,01E+16;;0;very low;0,00;0,00;E;3022;128,89;389509,90;0,1379;53719,89;0,20
Randersacker;Landkreis Würzburg;4,97E+14;1,00E+15;;0;very low;0,00;0,00;F;3022;60,32;182282,28;0,5313;96844,13;0,25
Gerbrunn;Landkreis Würzburg;4,98E+14;1,00E+14;;0;very low;0,00;0,00;A;3022;137,42;415284,22;0,3312;137558,05;0,20
Gerbrunn;Landkreis Würzburg;4,98E+16;1,00E+16;;0;very low;0,00;0,00;B;3022;197,32;596291,75;0,3710;221211,21;0,20
Rottendorf;Landkreis Würzburg;4,98E+15;1,00E+16;;0;very low;0,00;0,00;H;3022;92,91;280780,26;0,4194;117752,02;0,20
Kürnach;Landkreis Würzburg;4,98E+16;1,00E+16;;0;very low;0,00;0,00;C;3022;136,15;411450,83;0,4930;202830,93;0,20
Estenfeld;Landkreis Würzburg;4,98E+15;1,00E+16;;0;very low;0,00;0,00;G;3022;89,22;269631,29;0,5014;135191,02;0,25
Unterpleichfeld;Landkreis Würzburg;4,99E+15;1,00E+15;;0;very low;0,00;0,00;E;3022;140,32;424034,12;0,3758;159353,3;0,20
Hausen b. Würzburg;Landkreis Würzburg;4,99E+14;1,00E+14;;0;very low;0,00;0,00;C;3022;60,00;181320,00;0,6587;119428,61;0,30
Weisendorf;Landkreis Erlangen-Höchstadt;4,96E+15;1,08E+16;;0;very low;0,00;0,00;H;4319;60,00;259140,00;0,5835;151203,43;0,25
Weisendorf;Landkreis Erlangen-Höchstadt;4,96E+15;1,08E+15;;0;very low;0,00;0,00;E;4319;206,94;893758,10;0,2354;210431,81;0,20
Puschendorf;Landkreis Fürth;4,95E+15;1,08E+16;;0;very low;0,00;0,00;C;4602;80,74;371565,02;0,2634;97854,04;0,20
Henfenfeld;Landkreis Nürnberger Land;4,95E+15;1,14E+16;;0;very low;0,00;0,00;E;3585;84,28;302153,73;0,1121;33882,39;0,20
Hersbruck;Landkreis Nürnberger Land;4,95E+14;1,14E+16;;0;very low;0,00;0,00;A;3585;60,00;215100,00;0,5095;109594,03;0,25
Hersbruck;Landkreis Nürnberger Land;4,95E+15;1,14E+16;;0;very low;0,00;0,00;D;3585;60,00;215100,00;0,6967;149850,26;0,30
Hersbruck;Landkreis Nürnberger Land;4,95E+15;1,14E+16;;0;very low;0,00;0,00;D;3585;60,00;215100,00;0,2785;59908,62;0,20
Kirchensittenbach;Landkreis Nürnberger Land;4,96E+15;1,14E+15;;0;very low;0,00;0,00;H;3585;81,99;293932,22;0,2039;59941,77;0,20
Simmelsdorf;Landkreis Nürnberger Land;4,96E+15;1,13E+15;;0;very low;0,00;0,00;H;3585;72,03;258220,52;0,5224;134898,11;0,25
Schnaittach;Landkreis Nürnberger Land;4,96E+15;1,14E+16;;0;very low;0,00;0,00;G;3585;114,85;411734,13;0,1520;62564,7;0,20
Schnaittach;Landkreis Nürnberger Land;4,96E+15;1,14E+16;;0;very low;0,00;0,00;D;3585;238,22;854008,13;0,1798;153557,04;0,20
Eckental;Landkreis Erlangen-Höchstadt;4,96E+15;1,12E+16;;0;very low;0,00;0,00;A;4319;63,81;275610,64;0,5272;145313,59;0,25
Eckental;Landkreis Erlangen-Höchstadt;4,96E+16;1,13E+16;;0;very low;0,00;0,00;F;4319;330,93;1429266,94;0,1204;172046,46;0,20
Eckental;Landkreis Erlangen-Höchstadt;4,96E+15;1,12E+15;;0;very low;0,00;0,00;E;4319;91,08;393366,48;0,1975;77698,97;0,20
Eckental;Landkreis Erlangen-Höchstadt;4,96E+15;1,12E+16;;0;very low;0,00;0,00;B;4319;60,00;259140,00;0,4259;110365,85;0,20
Aurachtal;Landkreis Erlangen-Höchstadt;4,96E+15;1,08E+16;;0;very low;0,00;0,00;A;4319;60,00;259140,00;0,6871;178064,19;0,30
Großenseebach;Landkreis Erlangen-Höchstadt;4,96E+15;1,09E+16;;0;very low;0,00;0,00;C;4319;80,71;348572,28;0,7256;252930,56;0,30
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,08E+16;;0;very low;0,00;0,00;D;4319;60,00;259140,00;0,4477;116009,47;0,20
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,09E+16;;0;very low;0,00;0,00;H;4319;78,52;339131,53;0,2455;83243,32;0,20
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,09E+16;;0;very low;0,00;0,00;E;4319;69,00;297989,74;0,6595;196533,27;0,30
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,09E+16;;0;very low;0,00;0,00;D;4319;131,51;567983,64;0,1738;98725,16;0,20
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,09E+15;;0;very low;0,00;0,00;A;4319;112,26;484872,44;0,1085;52590,6;0,20
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96E+15;1,08E+16;;0;very low;0,00;0,00;D;4319;80,58;348005,70;0,6897;240028,19;0,30
Heßdorf;Landkreis Erlangen-Höchstadt;4,97E+14;1,09E+16;;0;very low;0,00;0,00;D;4319;60,00;259140,00;0,5122;132722,57;0,25
Röttenbach;Landkreis Erlangen-Höchstadt;4,97E+15;1,09E+15;;0;very low;0,00;0,00;F;4319;390,62;1687105,06;0,1214;204738,76;0,20
Hemhofen;Landkreis Erlangen-Höchstadt;4,97E+15;1,09E+14;;0;very low;0,00;0,00;G;4319;93,32;403041,61;0,5309;213994,64;0,25
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97E+16;1,09E+16;;0;very low;0,00;0,00;H;4319;60,00;259140,00;0,2027;52539,8;0,20
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97E+15;1,09E+16;;0;very low;0,00;0,00;H;4319;290,58;1255007,06;0,1224;153626,78;0,20
Zirndorf;Landkreis Fürth;4,94E+15;1,10E+16;;0;very low;0,00;0,00;C;4602;78,19;359832,52;0,2351;84589,62;0,20
Zirndorf;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;A;4602;147,70;679710,99;0,3160;214796,36;0,20
Zirndorf;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;A+;4602;60,00;276120,00;0,5941;164055,53;0,25
Zirndorf;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;A;4602;60,00;276120,00;0,4738;130819,96;0,20
Zirndorf;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;D;4602;187,60;863356,28;0,1609;138874,06;0,20
Zirndorf;Landkreis Fürth;4,94E+16;1,09E+15;;0;very low;0,00;0,00;A;4602;60,00;276120,00;0,6519;180013;0,30
Zirndorf;Landkreis Fürth;4,94E+16;1,09E+16;;0;very low;0,00;0,00;H;4602;62,71;288613,45;0,4664;134599,34;0,20
Oberasbach;Landkreis Fürth;4,94E+15;1,10E+16;;0;very low;0,00;0,00;E;4602;65,99;303680,76;0,4729;143619,31;0,20
Oberasbach;Landkreis Fürth;4,94E+15;1,10E+15;;0;very low;0,00;0,00;C;4602;60,00;276120,00;0,7329;202356,95;0,30
Oberasbach;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;B;4602;65,47;301277,15;0,5198;156600,32;0,25
Oberasbach;Landkreis Fürth;4,94E+15;1,10E+16;;0;very low;0,00;0,00;H;4602;60,00;276120,00;0,6018;166168,9;0,30
Oberasbach;Landkreis Fürth;4,94E+15;1,10E+16;;0;very low;0,00;0,00;D;4602;224,02;1030918,74;0,1146;118106,85;0,20
Stein;Landkreis Fürth;4,94E+14;1,09E+16;;0;very low;0,00;0,00;D;4602;60,00;276120,00;0,4300;118731,35;0,20
Stein;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;A;4602;94,85;436501,82;0,4125;180038,23;0,20
Stein;Landkreis Fürth;4,94E+15;1,10E+16;;0;very low;0,00;0,00;E;4602;100,93;464481,43;0,1303;60534,97;0,20
Stein;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;H;4602;81,72;376084,97;0,7035;264579,73;0,30
Ammerndorf;Landkreis Fürth;4,94E+15;1,09E+16;;0;very low;0,00;0,00;C;4602;66,01;303760,97;0,3157;95902,41;0,20
Langenzenn;Landkreis Fürth;4,95E+15;1,08E+16;;0;very low;0,00;0,00;E;4602;61,00;280736,15;0,5509;154652,09;0,25
Langenzenn;Landkreis Fürth;4,95E+15;1,08E+16;;0;very low;0,00;0,00;C;4602;60,00;276120,00;0,6673;184262,63;0,30
Langenzenn;Landkreis Fürth;4,95E+15;1,08E+14;;0;very low;0,00;0,00;C;4602;60,00;276120,00;0,6981;192763,92;0,30
Bubenreuth;Landkreis Erlangen-Höchstadt;4,96E+15;1,10E+16;;0;very low;0,00;0,00;H;4319;277,12;1196864,70;0,0782;93608,58;0,20
Baiersdorf;Landkreis Erlangen-Höchstadt;4,97E+15;1,10E+16;;0;very low;0,00;0,00;F;4319;60,00;259140,00;0,4224;109454,98;0,20
Baiersdorf;Landkreis Erlangen-Höchstadt;4,97E+15;1,11E+16;;0;very low;0,00;0,00;G;4319;95,41;412067,55;0,3983;164109,49;0,20
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94E+15;1,14E+15;;0;very low;0,00;0,00;F;3585;111,17;398532,99;0,2722;108480,68;0,20
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94E+15;1,14E+15;;0;very low;0,00;0,00;C;3585;60,00;215100,00;0,5269;113331,64;0,25
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94E+16;1,14E+16;;0;very low;0,00;0,00;E;3585;124,29;445566,42;0,2243;99950,81;0,20
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4,94E+15;1,14E+15;;0;very low;0,00;0,00;D;3585;66,72;239203,00;0,6941;166036,52;0,30
Schwarzenbruck;Landkreis Nürnberger Land;4,94E+16;1,13E+16;;0;very low;0,00;0,00;A;3585;60,00;215100,00;0,5798;124706,8;0,25
