plz,ort,landkreis,latitude,longitude,fluvial,AEP,floodrisk
94315.0,Straubing,,48.894962884542274,12.555119483580128,"35,20%","0,004329247",Low
94315.0,Straubing,,48.86211803154586,12.570191740556842,"35,20%","0,004329247",Low
94315.0,Straubing,,48.86614259006358,12.598290407223132,"35,20%","0,004329247",Low
94315.0,Straubing,,48.8539471327362,12.587117768579208,"35,20%","0,004329247",Low
94315.0,Straubing,,48.89958473602985,12.656461099418259,"35,20%","0,004329247",Low
94315.0,Straubing,,48.88386399920254,12.558340534052538,"35,20%","0,004329247",Low
94315.0,Straubing,,48.88254183852633,12.632418019621246,"35,20%","0,004329247",Low
94315.0,Straubing,,48.857531899830775,12.52877818931344,"35,20%","0,004329247",Low
94034.0,Passau,,48.59675599454481,13.50413925258431,"29,10%","0,003433091",Low
94034.0,Passau,,48.592568605437584,13.413620785645596,"29,10%","0,003433091",Low
94034.0,Passau,,48.581619029179734,13.484826169587572,"29,10%","0,003433091",Low
94034.0,Passau,,48.586272702174966,13.457296084149739,"29,10%","0,003433091",Low
94034.0,Passau,,48.57848026694139,13.43143418099386,"29,10%","0,003433091",Low
94034.0,Passau,,48.59576252202428,13.440331701360714,"29,10%","0,003433091",Low
94036.0,Passau,,48.56798594976308,13.38796654870925,"29,10%","0,003433091",Low
94036.0,Passau,,48.59900989756063,13.34301355912173,"29,10%","0,003433091",Low
94036.0,Passau,,48.55060980809094,13.403213809290104,"29,10%","0,003433091",Low
94036.0,Passau,,48.54997826559604,13.427145071863404,"29,10%","0,003433091",Low
94036.0,Passau,,48.5818537618236,13.343035547416294,"29,10%","0,003433091",Low
94036.0,Passau,,48.602429070970025,13.334744905366149,"29,10%","0,003433091",Low
94036.0,Passau,,48.56079802260391,13.392976667561928,"29,10%","0,003433091",Low
94036.0,Passau,,48.57279930219018,13.364816281351121,"29,10%","0,003433091",Low
94032.0,Passau,,48.56780605391193,13.49010394822728,"29,10%","0,003433091",Low
94032.0,Passau,,48.574875190675556,13.443984574640991,"29,10%","0,003433091",Low
94032.0,Passau,,48.557169839823025,13.462508757950335,"29,10%","0,003433091",Low
94032.0,Passau,,48.56824751751268,13.47716099767903,"29,10%","0,003433091",Low
94032.0,Passau,,48.56762897066409,13.48810333363071,"29,10%","0,003433091",Low
94032.0,Passau,,48.564191030406995,13.446830704870802,"29,10%","0,003433091",Low
84030.0,Landshut,,48.57696061802401,12.123558984555846,"26,20%","0,003033504",Low
84030.0,Landshut,,48.59615408923313,12.10277832543025,"26,20%","0,003033504",Low
84030.0,Landshut,,48.57873180833042,12.177773749615946,"26,20%","0,003033504",Low
84030.0,Landshut,,48.61890517117556,12.106532107144606,"26,20%","0,003033504",Low
84030.0,Landshut,,48.57669752091931,12.148407620706227,"26,20%","0,003033504",Low
84030.0,Landshut,,48.5795978852329,12.143876584685833,"26,20%","0,003033504",Low
84032.0,Landshut,,48.54983161252063,12.078936368348462,"26,20%","0,003033504",Low
84032.0,Landshut,,48.54735924886668,12.091716336342289,"26,20%","0,003033504",Low
84032.0,Landshut,,48.573010895111956,12.088704216826365,"26,20%","0,003033504",Low
84032.0,Landshut,,48.57812683048505,12.103790338797715,"26,20%","0,003033504",Low
84032.0,Landshut,,48.57271402706925,12.103646294590959,"26,20%","0,003033504",Low
84032.0,Landshut,,48.56625687594059,12.043510380596526,"26,20%","0,003033504",Low
84032.0,Landshut,,48.55147945495433,12.050084928198261,"26,20%","0,003033504",Low
84032.0,Landshut,,48.548669196131584,12.082246594405094,"26,20%","0,003033504",Low
84032.0,Landshut,,48.57219861115793,12.091323268025354,"26,20%","0,003033504",Low
84028.0,Landshut,,48.53753210898251,12.176300317013215,"26,20%","0,003033504",Low
84028.0,Landshut,,48.53948307306584,12.179681746217012,"26,20%","0,003033504",Low
84028.0,Landshut,,48.544327244800826,12.161444802583963,"26,20%","0,003033504",Low
84028.0,Landshut,,48.537965019780756,12.17273307855151,"26,20%","0,003033504",Low
84028.0,Landshut,,48.54467162811465,12.16897834909428,"26,20%","0,003033504",Low
84034.0,Landshut,,48.52101916506408,12.03648769336817,"26,20%","0,003033504",Low
84034.0,Landshut,,48.51625566343081,12.089306196257953,"26,20%","0,003033504",Low
84034.0,Landshut,,48.52287272388181,12.034582744086325,"26,20%","0,003033504",Low
84034.0,Landshut,,48.519421965370896,12.072803688565676,"26,20%","0,003033504",Low
84034.0,Landshut,,48.54548854969013,12.160017197559434,"26,20%","0,003033504",Low
84034.0,Landshut,,48.535651475787915,12.071299405407213,"26,20%","0,003033504",Low
84034.0,Landshut,,48.540368296083805,12.093719810453262,"26,20%","0,003033504",Low
84034.0,Landshut,,48.51560921745423,12.088292113607746,"26,20%","0,003033504",Low
84034.0,Landshut,,48.5161572700022,12.078756557283976,"26,20%","0,003033504",Low
93047.0,Regensburg,,49.01279243523286,12.091044780948849,"24,40%","0,002793231",Low
93047.0,Regensburg,,49.02023023358278,12.087352378143729,"24,40%","0,002793231",Low
93047.0,Regensburg,,49.01313896339309,12.094036745092962,"24,40%","0,002793231",Low
93047.0,Regensburg,,49.01861716598317,12.099517928110313,"24,40%","0,002793231",Low
93047.0,Regensburg,,49.01668254914804,12.094581172297904,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.05378255622767,12.129418647216301,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.034909634277994,12.127772753536311,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.05038203548429,12.131939724337476,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.043182007122255,12.12329066224098,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.05697529969247,12.133963521769626,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.05038202572308,12.132675079088369,"24,40%","0,002793231",Low
93057.0,Regensburg,,49.04681937153754,12.121864899127438,"24,40%","0,002793231",Low
93051.0,Regensburg,,49.00813821607927,12.088287909079488,"24,40%","0,002793231",Low
93051.0,Regensburg,,49.00132506373247,12.08176823424848,"24,40%","0,002793231",Low
93051.0,Regensburg,,49.01030158879822,12.069473376013477,"24,40%","0,002793231",Low
93051.0,Regensburg,,48.99980449373794,12.07086881169741,"24,40%","0,002793231",Low
93051.0,Regensburg,,48.994766721740476,12.068540574798233,"24,40%","0,002793231",Low
93051.0,Regensburg,,48.999663845279855,12.077793468793924,"24,40%","0,002793231",Low
93051.0,Regensburg,,49.00701971059627,12.039910710347096,"24,40%","0,002793231",Low
93051.0,Regensburg,,48.99716375459177,12.079662538110249,"24,40%","0,002793231",Low
93051.0,Regensburg,,49.00580432470499,12.08173715834714,"24,40%","0,002793231",Low
93055.0,Regensburg,,49.04107297939042,12.138090338283634,"24,40%","0,002793231",Low
93055.0,Regensburg,,48.987741542355636,12.185413531181899,"24,40%","0,002793231",Low
93055.0,Regensburg,,48.99882945148183,12.166200377849508,"24,40%","0,002793231",Low
93055.0,Regensburg,,48.97453981280369,12.1280522136674,"24,40%","0,002793231",Low
93055.0,Regensburg,,49.01808950634243,12.11988021009149,"24,40%","0,002793231",Low
93055.0,Regensburg,,49.02736353409922,12.148680697357134,"24,40%","0,002793231",Low
93055.0,Regensburg,,48.974538765536224,12.12490668861039,"24,40%","0,002793231",Low
93055.0,Regensburg,,49.009918072436086,12.135545927577823,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.02129893814713,12.077400850965466,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.021549144527384,12.057527296585704,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.014344962523694,12.051631785269224,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.017606663328436,12.06912454422474,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.01794779137179,12.057611698162377,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.01410707404263,12.03187008243322,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.01861975383133,12.071350277020331,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.028342523301966,12.061249475546632,"24,40%","0,002793231",Low
93049.0,Regensburg,,49.02531596072594,12.05793458255849,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.02930780158777,12.117085940690338,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.03989615948865,12.095308484991305,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.031797051157746,12.06862610553715,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.034659995569584,12.04405270366144,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.02328748980378,12.08886292348299,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.030162485851406,12.082662791297007,"24,40%","0,002793231",Low
93059.0,Regensburg,,49.04468800741228,12.048184154747423,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.98550390393784,12.077892285956477,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.993735348300454,12.10889261090155,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.984252311322635,12.077575412157241,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.989403626622526,12.07930964618827,"24,40%","0,002793231",Low
93053.0,Regensburg,,49.00527447354309,12.129874078278615,"24,40%","0,002793231",Low
93053.0,Regensburg,,49.00790426457134,12.121993788291714,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.97867682077474,12.099961691887328,"24,40%","0,002793231",Low
93053.0,Regensburg,,48.97298200463227,12.105419384335733,"24,40%","0,002793231",Low
93053.0,Regensburg,,49.00506813780519,12.1223177661269,"24,40%","0,002793231",Low
96047.0,Bamberg,,49.886479060630705,10.900829365457572,"23,40%","0,002662181",Low
96047.0,Bamberg,,49.88877662434485,10.89379331379726,"23,40%","0,002662181",Low
96047.0,Bamberg,,49.893389503388896,10.896246652401759,"23,40%","0,002662181",Low
96047.0,Bamberg,,49.89121750659283,10.895742661763679,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.86269530952915,10.899757583953837,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.871120537318376,10.87994132057998,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.858577273558076,10.899357792068749,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.86976542843008,10.900559820418588,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.8751286947785,10.887469181874161,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.84888604947736,10.920150977001807,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.89915681107872,10.858003284333554,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.88453819038232,10.85090545806779,"23,40%","0,002662181",Low
96049.0,Bamberg,,49.864690027571974,10.911451632433145,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.917775243464376,10.898216025480057,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.915317381624185,10.913850520296725,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.9122310842335,10.912609250450155,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.916253950547926,10.856766813175474,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.91918260894266,10.906237549942675,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.90827655325103,10.88010864886702,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.91709085984061,10.90552099521604,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.92149458054599,10.919961676723887,"23,40%","0,002662181",Low
96052.0,Bamberg,,49.908088836376194,10.878050050325136,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.88711760645579,10.93170368619039,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.8933707558636,10.930353663004674,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.87213839989825,10.907123508792631,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.88288232825558,10.905296296771867,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.90044552396286,10.928927502660873,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.89888893105174,10.931191913481523,"23,40%","0,002662181",Low
96050.0,Bamberg,,49.90425745587602,10.938426902081623,"23,40%","0,002662181",Low
63741.0,Aschaffenburg,,49.96161523545486,9.102383308919894,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.97133049484753,9.088906911615508,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.967197829784446,9.095053689834822,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.991777821784765,9.166365668531354,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.98909812743239,9.15667082800415,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.99125160782538,9.135131801877638,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.947896371375855,9.089195641918753,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.99451416187177,9.093281339939335,"21,80%","0,002455985",Low
63741.0,Aschaffenburg,,49.99394182165722,9.15428863584612,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.97252039155134,9.140099016787211,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.98183764203517,9.18335821861673,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.98015592460235,9.139301839974927,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.97403895593738,9.189677749767032,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.98041713248647,9.180942618706489,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.98308794057745,9.158273055599556,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.981457818558944,9.178505000039236,"21,80%","0,002455985",Low
63739.0,Aschaffenburg,,49.97229848709127,9.171365352222303,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.93298716720309,9.135785110918532,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.93574311951134,9.144231635494146,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.94394451121689,9.217594014492468,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.95012091163403,9.156744240025779,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.95141404861897,9.157532053734732,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.951000084757936,9.142838183367454,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.969842795472516,9.162523351445104,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.938402551349505,9.130969171085813,"21,80%","0,002455985",Low
63743.0,Aschaffenburg,,49.94257078311801,9.130996995891458,"21,80%","0,002455985",Low
94530.0,Auerbach,Landkreis Deggendorf,48.81868616459095,13.095538631651017,"20,60%","0,00230406",Low
94571.0,Schaufling,Landkreis Deggendorf,48.86235657110954,13.043494657081547,"20,60%","0,00230406",Low
94527.0,Aholming,Landkreis Deggendorf,48.73494274912617,12.890829374075073,"20,60%","0,00230406",Low
94550.0,Künzing,Landkreis Deggendorf,48.62591192432272,13.069466855547486,"20,60%","0,00230406",Low
94447.0,Plattling,Landkreis Deggendorf,48.7982511444126,12.951315690348919,"20,60%","0,00230406",Low
94447.0,Plattling,Landkreis Deggendorf,48.78112099427621,12.92547169330989,"20,60%","0,00230406",Low
94447.0,Plattling,Landkreis Deggendorf,48.76978840879304,12.855588304688458,"20,60%","0,00230406",Low
94447.0,Plattling,Landkreis Deggendorf,48.76720578466551,12.913346953073933,"20,60%","0,00230406",Low
94447.0,Plattling,Landkreis Deggendorf,48.768163356874965,12.909810949588639,"20,60%","0,00230406",Low
94557.0,Niederalteich,Landkreis Deggendorf,48.781881205950846,13.02582808443447,"20,60%","0,00230406",Low
94574.0,Wallerfing,Landkreis Deggendorf,48.68807361909234,12.865474176361836,"20,60%","0,00230406",Low
94532.0,Außernzell,Landkreis Deggendorf,48.741436051488655,13.21089558275345,"20,60%","0,00230406",Low
94554.0,Moos,Landkreis Deggendorf,48.725391654424996,12.949451162603385,"20,60%","0,00230406",Low
94539.0,Grafling,Landkreis Deggendorf,48.93037640261157,12.983790177388867,"20,60%","0,00230406",Low
94560.0,Offenberg,Landkreis Deggendorf,48.89086998495527,12.868765156272774,"20,60%","0,00230406",Low
94569.0,Stephansposching,Landkreis Deggendorf,48.79354072013452,12.79028005757987,"20,60%","0,00230406",Low
94577.0,Winzer,Landkreis Deggendorf,48.734401338494656,13.03662935290735,"20,60%","0,00230406",Low
94577.0,Winzer,Landkreis Deggendorf,48.70700299556722,13.138401259159503,"20,60%","0,00230406",Low
94547.0,Iggensbach,Landkreis Deggendorf,48.72531879641539,13.139971588493514,"20,60%","0,00230406",Low
94563.0,Otzing,Landkreis Deggendorf,48.731915524956115,12.828331029286414,"20,60%","0,00230406",Low
94526.0,Metten,Landkreis Deggendorf,48.855586029916715,12.929191906212528,"20,60%","0,00230406",Low
94526.0,Metten,Landkreis Deggendorf,48.86836546922867,12.929463748478394,"20,60%","0,00230406",Low
97422.0,Schweinfurt,,50.077479690826124,10.252013994374346,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.08373712540899,10.259890677018031,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.05764964875094,10.254949775521112,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.06366593170739,10.232741993406364,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.069040980137295,10.251030032147456,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.0689039980938,10.232397897021709,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.07732077798634,10.23225837887928,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.07368088513542,10.233405199290143,"19,90%","0,002216483",Low
97422.0,Schweinfurt,,50.05701351187896,10.25534256300716,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.049737835950445,10.216655735775475,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.04855555436877,10.216185403611867,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.048537569930595,10.235847985807034,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.04991585202376,10.232889415142484,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.041384953640936,10.21983514424217,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.048185950789815,10.221825033048004,"19,90%","0,002216483",Low
97421.0,Schweinfurt,,50.05058738472066,10.219486229783787,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.03413406026064,10.20875277658436,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.04183091151527,10.189433837530261,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.0282921126842,10.199458121361621,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.05611896462888,10.207928341928742,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.05242142577656,10.198703647297878,"19,90%","0,002216483",Low
97424.0,Schweinfurt,,50.01963725477743,10.201943640986663,"19,90%","0,002216483",Low
90765.0,Fürth,,49.48629938910076,11.013400418588025,"17,30%","0,001897703",Low
90765.0,Fürth,,49.52528623449668,10.980289750726179,"17,30%","0,001897703",Low
90765.0,Fürth,,49.516553858490546,10.996596654288567,"17,30%","0,001897703",Low
90765.0,Fürth,,49.51116765855276,10.983795831734353,"17,30%","0,001897703",Low
90765.0,Fürth,,49.50361884102654,11.006499346520568,"17,30%","0,001897703",Low
90765.0,Fürth,,49.50519177116363,10.98325856010128,"17,30%","0,001897703",Low
90765.0,Fürth,,49.49713721059401,10.99689573378489,"17,30%","0,001897703",Low
90765.0,Fürth,,49.52131582911864,10.990038571602778,"17,30%","0,001897703",Low
90765.0,Fürth,,49.49930236985784,10.982318863270658,"17,30%","0,001897703",Low
90765.0,Fürth,,49.49774190388917,10.994499287157332,"17,30%","0,001897703",Low
90763.0,Fürth,,49.44023589396685,10.999504418663113,"17,30%","0,001897703",Low
90763.0,Fürth,,49.468114250009,10.989068909876869,"17,30%","0,001897703",Low
90763.0,Fürth,,49.45650817901094,11.00130884773058,"17,30%","0,001897703",Low
90763.0,Fürth,,49.46051237706683,10.984140533241561,"17,30%","0,001897703",Low
90763.0,Fürth,,49.46186153140966,10.986754244526116,"17,30%","0,001897703",Low
90763.0,Fürth,,49.44205196284569,10.987102186234038,"17,30%","0,001897703",Low
90763.0,Fürth,,49.444522081636364,10.986867887956487,"17,30%","0,001897703",Low
90763.0,Fürth,,49.44143289591794,10.99278680312099,"17,30%","0,001897703",Low
90763.0,Fürth,,49.445842411401365,10.993252684084322,"17,30%","0,001897703",Low
90763.0,Fürth,,49.45486829302895,10.989423173130344,"17,30%","0,001897703",Low
90763.0,Fürth,,49.46007857484828,11.000880994668487,"17,30%","0,001897703",Low
