ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Altusried;Landkreis Oberallgäu;4,77928E+16;1,02286E+16;;0.0;very low;0;0;F;4851;134.6319257848163;653099.4719821439;0.5329883837897631;230585.3171726186;0,2
Altusried;Landkreis Oberallgäu;4,77946E+15;1,01903E+16;;0.0;very low;0;0;F;4851;242.62459885764585;1176971.92905844;0.4504568444082012;185244.9540218828;0,2
Altusried;Landkreis Oberallgäu;4,77883E+15;1,00994E+16;;0.0;very low;0;0;H;4851;114.46931484141092;555290.6462956844;0.6737484844730275;184997.91496889465;0,3
Oy-Mittelberg;Landkreis Oberallgäu;4,76499E+15;1,05019E+16;;0.0;very low;0;0;A;4851;104.3725883019482;506311.4258527507;0.42378271267818346;158191.26303586253;0,25
Nesselwang;Landkreis Ostallgäu;4,76133E+16;1,04965E+16;;0.0;very low;0;0;B;3907;117.79243982233963;460215.0623858809;0.6076731684176393;141753.91113419848;0,3
Wertach;Landkreis Oberallgäu;4,75853E+15;1,0391E+16;;0.0;very low;0;0;B;4851;101.6863683334872;493280.57278574636;0.4922242244166126;135255.7128477743;0,2
Bad Hindelang;Landkreis Oberallgäu;4,74701E+15;1,03634E+16;;0.0;very low;0;0;D;4851;99.10525745259586;480759.60390254256;0.5004002818947767;142182.9475492527;0,2
Rettenberg;Landkreis Oberallgäu;4,75491E+15;1,02956E+16;;0.0;very low;0;0;F;4851;97.06034927773278;470839.75434628176;0.5778926910981034;144283.82852766672;0,2
Burgberg i.Allgäu;Landkreis Oberallgäu;4,75459E+15;1,02823E+15;;0.0;very low;0;0;C;4851;106.81049329968607;518137.70299677714;0.7595099432218204;211891.88498639915;0,3
Blaichach;Landkreis Oberallgäu;4,74807E+15;1,01228E+16;;0.0;very low;0;0;E;4851;180.16759108040984;873992.9843310681;0.42299590555500405;66864.96217185537;0,2
Blaichach;Landkreis Oberallgäu;4,74944E+15;1,01905E+15;;0.0;very low;0;0;D;4851;102.70200186668438;498207.41105528595;0.672849585886573;209829.60663932975;0,3
Immenstadt im Allgäu;Landkreis Oberallgäu;4,75726E+15;1,02274E+16;;0.0;very low;0;0;A;4851;178.24098895640788;864647.0374275346;0.4487073412416808;102329.51301062832;0,2
Immenstadt im Allgäu;Landkreis Oberallgäu;4,75784E+15;1,01346E+16;;0.0;very low;0;0;A;4851;266.5254108147619;1292914.76786241;0.4072135576136932;73090.00979303077;0,2
Immenstadt im Allgäu;Landkreis Oberallgäu;4,75346E+15;1,0206E+16;;0.0;very low;0;0;D;4851;114.34615765886319;554693.2108031453;0.43432212380787444;114852.38710938614;0,2
Immenstadt im Allgäu;Landkreis Oberallgäu;4,75854E+15;1,02394E+16;;0.0;very low;0;0;H;4851;106.15698873195714;514967.5523387241;0.5311705916240631;222393.07595935982;0,25
Oberstaufen;Landkreis Oberallgäu;4,75E+16;1,00151E+15;;0.0;very low;0;0;H;4851;100.87525840241143;489345.87851009786;0.5275883337443338;166544.69311705715;0,25
Oberstaufen;Landkreis Oberallgäu;4,75732E+15;1,00375E+16;;0.0;very low;0;0;G;4851;137.830812330329;668617.270614426;0.5324370718128677;222650.78505967025;0,2
Wiggensbach;Landkreis Oberallgäu;4,77166E+15;1,02385E+16;;0.0;very low;0;0;E;4851;108.99236544275249;528721.9647627923;0.4433435369447986;119826.21677512035;0,2
Gaukönigshofen;Landkreis Würzburg;4,96303E+16;1,00067E+14;;0.0;very low;0;0;A+;3022;122.45434632178505;370057.0345844344;0.4804266026865546;159905.13900988386;0,25
Leinach;Landkreis Würzburg;4,98284E+15;9,82056E+15;;0.0;very low;0;0;D;3022;279.00122062058637;843141.688715412;0.47925467654692167;217677.68887064562;0,2
Roßtal;Landkreis Fürth;4,93877E+15;1,09245E+16;;0.0;very low;0;0;E;4602;117.64389950902545;541397.2255405351;0.5377848134068232;251250.91896473538;0,25
Roßtal;Landkreis Fürth;4,94101E+15;1,08587E+16;;0.0;very low;0;0;A;4602;101.18098546096809;465634.89509137516;0.7231147238538811;256094.42499839314;0,3
Roßtal;Landkreis Fürth;4,93744E+15;1,0869E+16;;0.0;very low;0;0;C;4602;117.17133672389288;539222.491603355;0.4624193347271316;210082.1397326329;0,2
Großhabersdorf;Landkreis Fürth;4,94083E+15;1,08147E+16;;0.0;very low;0;0;G;4602;100.63913363298767;463141.2929790092;0.5446966741577929;125303.37721978196;0,2
Burgthann;Landkreis Nürnberger Land;4,93284E+14;1,13817E+16;;0.0;very low;0;0;B;3585;115.98810597231883;415817.35991076304;0.5615933961751398;99032.13580471154;0,2
Burgthann;Landkreis Nürnberger Land;4,93324E+15;1,13134E+16;;0.0;very low;0;0;G;3585;166.08764348235778;595424.2018842526;0.449729130460315;106339.11048155435;0,2
Burgthann;Landkreis Nürnberger Land;4,93569E+15;1,13083E+16;;0.0;very low;0;0;C;3585;106.98996587820297;383559.02767335763;0.679949564169294;134459.14007716157;0,3
Allersberg;Landkreis Roth;4,92442E+15;1,12603E+16;;0.0;very low;0;0;H;3631;118.88293167530203;431663.9249130217;0.5403804332820817;146541.10620538043;0,25
Allersberg;Landkreis Roth;4,92533E+12;1,12604E+16;;0.0;very low;0;0;C;3631;229.01119587193128;831539.6522109825;0.4317848439903835;228320.62297673002;0,2
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;4,9291E+13;1,12652E+15;;0.0;very low;0;0;D;3013;166.25728140522588;500933.18887394556;0.5649472073343565;192439.26870273714;0,2
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;4,92994E+15;1,13075E+16;;0.0;very low;0;0;D;3013;99.27453586130864;299114.1765501229;0.42556240173517446;138655.16126643584;0,25
Dasing;Landkreis Aichach-Friedberg;4,83755E+15;1,10383E+16;;0.0;very low;0;0;G;4487;111.58055870154033;500661.9668938114;0.5225119035817537;145002.03227646442;0,25
Wildpoldsried;Landkreis Oberallgäu;4,77864E+15;1,03976E+16;;0.0;very low;0;0;H;4851;104.93583474052869;509043.7343263047;0.5590698333045192;141862.78123952053;0,2
Haldenwang;Landkreis Oberallgäu;4,78055E+15;1,03421E+15;;0.0;very low;0;0;G;4851;120.71303960060673;585578.9551025432;0.5474189545912571;155135.13007932797;0,25
Collenberg;Landkreis Miltenberg;4,97871E+15;9,32577E+15;;0.0;very low;0;0;C;2785;103.24891005421831;287548.21450099803;0.402557143736161;89724.08643000838;0,2
Babenhausen;Landkreis Unterallgäu;4,81545E+15;1,0214E+16;;0.0;very low;0;0;C;3518;177.32009737512394;623812.102565686;0.44523600791735485;153624.91035432578;0,2
Erkheim;Landkreis Unterallgäu;4,80529E+15;1,0321E+16;;0.0;very low;0;0;D;3518;106.1779656264609;373534.08307388943;0.4031363901683794;89392.4664791958;0,2
Boos;Landkreis Unterallgäu;4,80869E+14;1,02254E+16;;0.0;very low;0;0;C;3518;119.38594355775352;419999.7494361769;0.6286784093743399;144252.2115510801;0,3
Biessenhofen;Landkreis Ostallgäu;4,78357E+15;1,06483E+15;;0.0;very low;0;0;A+;3907;113.84971675304094;444810.8433541309;0.4040435068789311;92197.47519279024;0,2
Mauerstetten;Landkreis Ostallgäu;4,78901E+15;1,06774E+16;;0.0;very low;0;0;G;3907;110.21905074425861;430625.8312578184;0.7743456907514348;171830.026230143;0,3
Stöttwang;Landkreis Ostallgäu;4,78612E+16;1,06866E+15;;0.0;very low;0;0;A+;3907;101.90392366576413;398138.62976214045;0.5675102386789729;135006.31804150718;0,2
Germaringen;Landkreis Ostallgäu;4,79552E+13;1,06836E+15;;0.0;very low;0;0;H;3907;210.82358714157314;823687.7549621263;0.45569117754475486;136910.0217221698;0,2
Pforzen;Landkreis Ostallgäu;4,79404E+15;1,05998E+16;;0.0;very low;0;0;C;3907;105.11291905695883;410676.1747555382;0.5735662089086022;115850.4760749477;0,2
Markt Rettenbach;Landkreis Unterallgäu;4,79569E+16;1,03589E+16;;0.0;very low;0;0;E;3518;142.79878007146613;502366.1082914178;0.5344699516670635;243776.19231160753;0,25
Ottobeuren;Landkreis Unterallgäu;4,79444E+15;1,03407E+14;;0.0;very low;0;0;C;3518;100.34195594406698;353003.00101122767;0.6889298982044981;135935.65150555398;0,3
Ottobeuren;Landkreis Unterallgäu;4,79346E+16;1,02792E+16;;0.0;very low;0;0;F;3518;117.91464686467401;414823.72766992316;0.5237623113841452;100432.20285515086;0,2
Wolfertschwenden;Landkreis Unterallgäu;4,79114E+15;1,02481E+16;;0.0;very low;0;0;H;3518;107.58253254810516;378475.349504234;0.6695514758662778;141719.24910066606;0,3
Buxheim;Landkreis Unterallgäu;4,80036E+15;1,01226E+16;;0.0;very low;0;0;F;3518;101.0283612883684;355417.77501248004;0.5121346062490718;122088.79010995718;0,25
Woringen;Landkreis Unterallgäu;4,79258E+16;1,0197E+16;;0.0;very low;0;0;D;3518;114.94129199382276;404363.46523426846;0.6313687246630435;132389.5040749743;0,3
Bad Grönenbach;Landkreis Unterallgäu;4,78713E+15;1,02162E+16;;0.0;very low;0;0;B;3518;218.38459170369404;768276.9936135956;0.4356527664627217;116157.1490436263;0,2
Würzburg;;4,97783E+15;9,93596E+15;;0.0;very low;0;0;E;3022;118.46785513438476;358009.85821611073;0.43049456809794884;141766.34567022778;0,2
Würzburg;;4,97858E+14;9,93336E+14;;0.0;very low;0;0;H;3022;116.47564842787565;351989.40954904025;0.7049837615555601;131892.2955939697;0,3
Würzburg;;4,97801E+15;9,93906E+15;;0.0;very low;0;0;C;3022;108.46106004070913;327769.32344302296;0.6620421149707595;109191.00963251105;0,3
Würzburg;;4,97899E+15;9,9441E+15;;0.0;very low;0;0;A+;3022;249.71767151246806;754646.8033106785;0.4443557620665962;98305.88483212885;0,2
Würzburg;;4,97741E+15;9,93474E+15;;0.0;very low;0;0;A;3022;126.87704931084615;383422.44301737705;0.4598921505003049;76922.15565128827;0,2
Mindelheim;Landkreis Unterallgäu;4,80731E+15;1,05012E+16;;0.0;very low;0;0;F;3518;105.21186316169202;370135.33460283256;0.4414983105378779;47929.99330197081;0,2
Mindelheim;Landkreis Unterallgäu;4,80432E+14;1,05389E+16;;0.0;very low;0;0;A+;3518;113.53541843225952;399417.602044689;0.653430958595241;138873.51575967422;0,3
Mindelheim;Landkreis Unterallgäu;4,80367E+16;1,04538E+16;;0.0;very low;0;0;E;3518;115.06044677500222;404782.6517544578;0.6769678439640918;147249.55045073671;0,3
Mindelheim;Landkreis Unterallgäu;4,80717E+16;1,05184E+16;;0.0;very low;0;0;D;3518;111.62175324720799;392685.3279236777;0.4934678940019131;86755.09795477826;0,2
Würzburg;;4,97998E+15;9,92688E+15;;0.0;very low;0;0;B;3022;109.30461235065592;330318.53852368216;0.6715943634746993;122971.34296374793;0,3
Würzburg;;4,97994E+15;9,927E+15;;0.0;very low;0;0;C;3022;120.59024447379332;364423.7187998034;0.5983024964237189;88017.5839941203;0,2
Würzburg;;4,97988E+15;9,93083E+14;;0.0;very low;0;0;C;3022;118.97517762947119;359542.9867962619;0.4841515590859342;86127.0833202304;0,2
Memmingerberg;Landkreis Unterallgäu;4,79908E+15;1,02198E+16;;0.0;very low;0;0;G;3518;97.89844802540958;344406.7401533909;0.4382144508364597;107617.81697258823;0,2
Westerheim;Landkreis Unterallgäu;4,79978E+15;1,0315E+16;;0.0;very low;0;0;A+;3518;259.8201055808889;914047.131433567;0.5734890153767309;501900.6006478275;0,25
Sontheim;Landkreis Unterallgäu;4,79974E+16;1,03995E+16;;0.0;very low;0;0;E;3518;108.80389704210153;382772.10979411314;0.633111211495992;142436.92179495003;0,3
Grainau;Landkreis Garmisch-Partenkirchen;4,74354E+15;1,10066E+16;;0.0;very low;0;0;A;7326;113.17783021290445;829140.7841397381;0.4513226883257175;155384.61032067772;0,2
Schwangau;Landkreis Ostallgäu;4,7536E+15;1,08396E+16;;0.0;very low;0;0;A;3907;117.02650495003984;457222.55483980564;0.47896410565185915;84953.89018527126;0,2
Halblech;Landkreis Ostallgäu;4,76142E+16;1,08054E+16;;0.0;very low;0;0;G;3907;203.69879438111306;795851.1896470088;0.4527211352728361;284258.8441709433;0,2
Roßhaupten;Landkreis Ostallgäu;4,76843E+15;1,07178E+16;;0.0;very low;0;0;E;3907;117.32307595901088;458381.2577718555;0.4890334618597232;94213.48914310297;0,2
Füssen;Landkreis Ostallgäu;4,75526E+15;1,06943E+16;;0.0;very low;0;0;G;3907;109.1590428270206;426484.3803251695;0.447732862580056;74967.58852441981;0,2
Füssen;Landkreis Ostallgäu;4,75769E+15;1,06328E+16;;0.0;very low;0;0;A;3907;105.484419426962;412127.62670114054;0.6631773802248108;147192.46039550722;0,3
Füssen;Landkreis Ostallgäu;4,75719E+15;1,0621E+16;;0.0;very low;0;0;D;3907;106.88123426618496;417584.9822779847;0.412038589429564;93275.80823598076;0,2
Füssen;Landkreis Ostallgäu;4,75681E+15;1,06047E+16;;0.0;very low;0;0;C;3907;111.19688441395475;434446.2274053212;0.446278032545853;134214.27903228046;0,25
Durach;Landkreis Oberallgäu;4,77002E+16;1,03796E+16;;0.0;very low;0;0;A+;4851;105.71296698254159;512813.60283230926;0.47270928391685474;149459.45458862084;0,25
Durach;Landkreis Oberallgäu;4,76978E+15;1,0413E+16;;0.0;very low;0;0;E;4851;145.57357180980858;706177.3968493814;0.42030745486379306;128857.05652064804;0,2
Sulzberg;Landkreis Oberallgäu;4,76752E+15;1,03566E+16;;0.0;very low;0;0;C;4851;119.63420651073072;580345.5357835548;0.5326476611790893;141309.76670452856;0,2
Buchenberg;Landkreis Oberallgäu;4,77119E+15;1,01714E+16;;0.0;very low;0;0;F;4851;264.46062968669935;1282898.5146101785;0.47474226924904916;159708.40437356077;0,2
Waltenhofen;Landkreis Oberallgäu;4,76258E+15;1,02211E+16;;0.0;very low;0;0;F;4851;105.57537299640937;512146.13440558186;0.499381593885651;110956.54734051049;0,2
Waltenhofen;Landkreis Oberallgäu;4,7646E+15;1,0265E+16;;0.0;very low;0;0;F;4851;108.23221111174486;525034.4561030744;0.5534916658774192;133305.60896122365;0,2
Weitnau;Landkreis Oberallgäu;4,76727E+15;1,01634E+16;;0.0;very low;0;0;C;4851;108.95581765052182;528544.6714226813;0.5852095645245837;149983.36309545534;0,25
Giebelstadt;Landkreis Würzburg;4,96099E+15;9,96275E+15;;0.0;very low;0;0;A;3022;108.88562435299114;329052.35679473926;0.45657394737742624;80270.44165445474;0,2
Kirchheim;Landkreis Würzburg;4,9645E+16;9,84633E+15;;0.0;very low;0;0;G;3022;119.7431335681009;361863.74964280095;0.7274015444548594;148271.35761924356;0,3
Neubrunn;Landkreis Würzburg;4,97314E+15;9,68533E+14;;0.0;very low;0;0;C;3022;163.28861775503415;493458.2028557132;0.4069642939074128;54490.71953288516;0,2
Helmstadt;Landkreis Würzburg;4,97596E+15;9,7474E+15;;0.0;very low;0;0;E;3022;98.57622849167926;297897.3625018547;0.5872949994326362;93887.58682782171;0,25
Altertheim;Landkreis Würzburg;4,97423E+15;9,75784E+15;;0.0;very low;0;0;D;3022;299.65799585083295;905566.4634612171;0.46802550696393264;152433.83173606402;0,2
Eisingen;Landkreis Würzburg;4,97587E+14;9,82668E+15;;0.0;very low;0;0;D;3022;130.330392740661;393858.4468622776;0.4851191378132612;189396.0732357184;0,25
Höchberg;Landkreis Würzburg;4,9778E+15;9,86672E+15;;0.0;very low;0;0;B;3022;225.00047069554984;679951.4224419516;0.44549129565491213;237542.50874507765;0,2
Höchberg;Landkreis Würzburg;4,97834E+15;9,90102E+14;;0.0;very low;0;0;D;3022;122.21200643197348;369324.68343742384;0.41865159259326507;124758.5467177073;0,2
Waldbüttelbrunn;Landkreis Würzburg;4,97889E+15;9,8162E+15;;0.0;very low;0;0;F;3022;259.78479290268467;785069.6441519131;0.42508734314528274;186826.4075817973;0,2
Hettstadt;Landkreis Würzburg;4,98066E+16;9,84397E+14;;0.0;very low;0;0;D;3022;166.9600670856794;504553.3227329232;0.6938007831377393;261714.001034829;0,3
Zell am Main;Landkreis Würzburg;4,9793E+15;9,88002E+15;;0.0;very low;0;0;A;3022;264.0171929552122;797859.9571106512;0.4951769315689075;196680.8839651196;0,2
Margetshöchheim;Landkreis Würzburg;4,98354E+15;9,85952E+14;;0.0;very low;0;0;E;3022;98.33105452533785;297156.446775571;0.7710262481071861;130278.54603281169;0,3
Güntersleben;Landkreis Würzburg;4,9891E+15;9,89775E+15;;0.0;very low;0;0;A+;3022;115.52324098049696;349111.2342430618;0.6667111453587166;126071.91796327622;0,3
Veitshöchheim;Landkreis Würzburg;4,9843E+16;9,8955E+15;;0.0;very low;0;0;D;3022;146.32482546822445;442193.6225649743;0.5385633131984991;162657.40964445897;0,2
Veitshöchheim;Landkreis Würzburg;4,98519E+15;9,90034E+14;;0.0;very low;0;0;H;3022;107.87709083933112;326004.5685164586;0.6555794273617415;124911.46884064574;0,3
Veitshöchheim;Landkreis Würzburg;4,98534E+15;9,87319E+15;;0.0;very low;0;0;E;3022;126.78011335492153;383129.50255857286;0.5667597077288524;146267.53529672514;0,2
Eibelstadt;Landkreis Würzburg;4,97237E+15;1,00165E+16;;0.0;very low;0;0;F;3022;269.7969993272181;815326.5319668531;0.42930235637424446;260608.5312823862;0,2
Theilheim;Landkreis Würzburg;4,97556E+15;1,00556E+16;;0.0;very low;0;0;E;3022;156.17594198906465;471963.6966909534;0.41952401804229444;53713.467172963195;0,2
Randersacker;Landkreis Würzburg;4,97373E+14;1,00154E+15;;0.0;very low;0;0;F;3022;98.15406118013343;296621.5728863632;0.5053054888945739;96846.66905446842;0,25
Gerbrunn;Landkreis Würzburg;4,97827E+14;1,00067E+14;;0.0;very low;0;0;A;3022;166.511738289528;503198.47311095364;0.492512200359618;137542.26672381014;0,2
Gerbrunn;Landkreis Würzburg;4,97866E+16;1,00025E+16;;0.0;very low;0;0;B;3022;239.09253528809248;722537.6416406154;0.41535514746292673;221224.45326482214;0,2
Rottendorf;Landkreis Würzburg;4,97948E+15;1,00244E+16;;0.0;very low;0;0;H;3022;112.57899581196368;340213.7253437542;0.5636297793881694;117759.35496561689;0,2
Kürnach;Landkreis Würzburg;4,98447E+16;1,00489E+16;;0.0;very low;0;0;C;3022;164.97287998922457;498548.04332743667;0.535222885912182;202845.45542478972;0,2
Estenfeld;Landkreis Würzburg;4,9819E+15;1,00155E+16;;0.0;very low;0;0;G;3022;108.10782484494025;326701.84668140946;0.47948513136852094;135193.25959335634;0,25
Unterpleichfeld;Landkreis Würzburg;4,98775E+15;1,00239E+15;;0.0;very low;0;0;E;3022;170.02566669179575;513817.5647426068;0.40555148284400183;159352.1764549422;0,2
Hausen b. Würzburg;Landkreis Würzburg;4,9904E+14;1,00068E+14;;0.0;very low;0;0;C;3022;100.11932630501097;302560.60409374314;0.6474045884357181;119435.5995432332;0,3
Weisendorf;Landkreis Erlangen-Höchstadt;4,96176E+15;1,08417E+16;;0.0;very low;0;0;H;4319;101.34718055944859;437718.4728362585;0.41926334405830784;151208.33628050706;0,25
Weisendorf;Landkreis Erlangen-Höchstadt;4,95947E+15;1,0819E+15;;0.0;very low;0;0;E;4319;250.74908398802887;1082985.2937442968;0.40441583592510083;210390.86027429235;0,2
Puschendorf;Landkreis Fürth;4,9526E+15;1,08342E+16;;0.0;very low;0;0;C;4602;97.83261351692978;450225.68740491086;0.46377280923158104;97870.32094875985;0,2
Henfenfeld;Landkreis Nürnberger Land;4,94939E+15;1,13901E+16;;0.0;very low;0;0;E;3585;102.12202956659453;366107.4759962414;0.4871601979492592;33871.46590060613;0,2
Hersbruck;Landkreis Nürnberger Land;4,95187E+14;1,14019E+16;;0.0;very low;0;0;A;3585;98.36365028806124;352633.6862826995;0.5983581798393292;109593.5560219386;0,25
Hersbruck;Landkreis Nürnberger Land;4,95244E+15;1,14474E+16;;0.0;very low;0;0;D;3585;109.9870645231785;394303.62631559494;0.6867179593250732;149860.31497641728;0,3
Hersbruck;Landkreis Nürnberger Land;4,94988E+15;1,14424E+16;;0.0;very low;0;0;D;3585;97.48047862345356;349467.51586508105;0.45022617850555086;59905.4079531107;0,2
Kirchensittenbach;Landkreis Nürnberger Land;4,95979E+15;1,14369E+15;;0.0;very low;0;0;H;3585;99.34723782825209;356159.84761428373;0.4257243238108815;59932.83763764645;0,2
Simmelsdorf;Landkreis Nürnberger Land;4,9632E+15;1,13196E+15;;0.0;very low;0;0;H;3585;100.05126955102214;358683.8013404144;0.4506598920956528;134894.5301463624;0,25
Schnaittach;Landkreis Nürnberger Land;4,95789E+15;1,13887E+16;;0.0;very low;0;0;G;3585;139.16368172429262;498901.79898158903;0.4256812078948854;62583.64830406809;0,2
Schnaittach;Landkreis Nürnberger Land;4,96136E+15;1,14188E+16;;0.0;very low;0;0;D;3585;288.65104275455803;1034813.9882750906;0.4412992587381346;153550.81032064062;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,9564E+15;1,11917E+16;;0.0;very low;0;0;A;4319;119.90629423038371;517875.28478102724;0.4604211613494837;145302.069974724;0,25
Eckental;Landkreis Erlangen-Höchstadt;4,95781E+16;1,12717E+16;;0.0;very low;0;0;F;4319;285.4412046262454;1232820.562780754;0.49167888315330793;172083.90605174896;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,95827E+15;1,11967E+15;;0.0;very low;0;0;E;4319;110.36158582018783;476651.6891573912;0.4792008259305188;77689.95495806524;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,95836E+15;1,12436E+16;;0.0;very low;0;0;B;4319;109.4853995107064;472867.44048674096;0.5136640174753803;110367.83277098193;0,2
Aurachtal;Landkreis Erlangen-Höchstadt;4,95767E+15;1,08255E+16;;0.0;very low;0;0;A;4319;109.53174928976566;473067.6251824979;0.6121884916906276;178055.26625250455;0,3
Großenseebach;Landkreis Erlangen-Höchstadt;4,96171E+15;1,08798E+16;;0.0;very low;0;0;C;4319;97.79626253345805;422382.0578820053;0.723716335168161;252924.29104957284;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96045E+15;1,08463E+16;;0.0;very low;0;0;D;4319;119.34917974093129;515469.10730108223;0.5046142609022591;116017.09023613197;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08865E+16;;0.0;very low;0;0;H;4319;116.5815198820474;503515.58437056275;0.4307198274566335;83256.87115855751;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95519E+15;1,08889E+16;;0.0;very low;0;0;E;4319;113.28978953931272;489298.6010202916;0.6560778475560969;196524.42364975825;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08557E+16;;0.0;very low;0;0;D;4319;159.35059454559618;688235.2178424299;0.4208137296442973;98715.65213054197;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95716E+15;1,08965E+15;;0.0;very low;0;0;A;4319;136.02538015123284;587493.6168731747;0.44459174453672917;52608.71063421031;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95512E+15;1,08463E+16;;0.0;very low;0;0;D;4319;97.63874160508054;421701.7249923429;0.6597520740479974;240019.7634875995;0,3
Heßdorf;Landkreis Erlangen-Höchstadt;4,96562E+14;1,08794E+16;;0.0;very low;0;0;D;4319;104.96747774160417;453354.53636598843;0.46898510607303534;132731.63640595667;0,25
Röttenbach;Landkreis Erlangen-Höchstadt;4,96724E+15;1,09267E+15;;0.0;very low;0;0;F;4319;290.9529377071398;1256625.737957137;0.41833454641116596;204814.75242390795;0,2
Hemhofen;Landkreis Erlangen-Höchstadt;4,96848E+15;1,09379E+14;;0.0;very low;0;0;G;4319;113.07579258607738;488374.34817926824;0.5771104715665516;213974.99775062397;0,25
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97086E+16;1,08854E+16;;0.0;very low;0;0;H;4319;104.00522206911346;449198.554116501;0.4332775062239951;52527.72881586766;0,2
Adelsdorf;Landkreis Erlangen-Höchstadt;4,96899E+15;1,09091E+16;;0.0;very low;0;0;H;4319;243.45840305884002;1051496.84281113;0.4702907782798733;153613.01275081592;0,2
