ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Stöttwang;Landkreis Ostallgäu;4,78612E+16;1,06866E+15;;0,0;very low;0,0;0,0;A+;3907,0;84,1;328562,15;0,4109;135000,8;0,2
Germaringen;Landkreis Ostallgäu;4,79552E+13;1,06836E+15;;0,0;very low;0,0;0,0;H;3907,0;173,99;679790,91;0,2014;136933,53;0,2
Pforzen;Landkreis Ostallgäu;4,79404E+15;1,05998E+16;;0,0;very low;0,0;0,0;C;3907,0;60,0;234420,0;0,4942;115849,88;0,2
Markt Rettenbach;Landkreis Unterallgäu;4,79569E+16;1,03589E+16;;0,0;very low;0,0;0,0;E;3518,0;117,85;414584,96;0,588;243791,49;0,25
Ottobeuren;Landkreis Unterallgäu;4,79444E+15;1,03407E+14;;0,0;very low;0,0;0,0;C;3518,0;60,0;211080,0;0,644;135941,73;0,3
Ottobeuren;Landkreis Unterallgäu;4,79346E+16;1,02792E+16;;0,0;very low;0,0;0,0;F;3518,0;65,84;231623,86;0,4336;100438,5;0,2
Wolfertschwenden;Landkreis Unterallgäu;4,79114E+15;1,02481E+16;;0,0;very low;0,0;0,0;H;3518,0;60,0;211080,0;0,6714;141715,31;0,3
Buxheim;Landkreis Unterallgäu;4,80036E+15;1,01226E+16;;0,0;very low;0,0;0,0;F;3518,0;60,0;211080,0;0,5784;122098,28;0,25
Woringen;Landkreis Unterallgäu;4,79258E+16;1,0197E+16;;0,0;very low;0,0;0,0;D;3518,0;60,0;211080,0;0,6272;132378,89;0,3
Bad Grönenbach;Landkreis Unterallgäu;4,78713E+15;1,02162E+16;;0,0;very low;0,0;0,0;B;3518,0;180,23;634044,96;0,1832;116159,62;0,2
Würzburg;;4,97783E+15;9,93596E+15;;0,0;very low;0,0;0,0;E;3022,0;97,77;295469,38;0,4798;141770,35;0,2
Würzburg;;4,97858E+14;9,93336E+14;;0,0;very low;0,0;0,0;H;3022,0;60,0;181320,0;0,7274;131893,29;0,3
Würzburg;;4,97801E+15;9,93906E+15;;0,0;very low;0,0;0,0;C;3022,0;60,0;181320,0;0,6022;109195,99;0,3
Würzburg;;4,97899E+15;9,9441E+15;;0,0;very low;0,0;0,0;A+;3022,0;483,36;1460710,1;0,0673;98377,81;0,2
Würzburg;;4,97741E+15;9,93474E+15;;0,0;very low;0,0;0,0;A;3022,0;104,71;316421,56;0,2431;76911,62;0,2
Mindelheim;Landkreis Unterallgäu;4,80731E+15;1,05012E+16;;0,0;very low;0,0;0,0;F;3518,0;86,83;305480,86;0,1569;47915,78;0,2
Mindelheim;Landkreis Unterallgäu;4,80432E+14;1,05389E+16;;0,0;very low;0,0;0,0;A+;3518,0;62,68;220503,94;0,6298;138872,72;0,3
Mindelheim;Landkreis Unterallgäu;4,80367E+16;1,04538E+16;;0,0;very low;0,0;0,0;E;3518,0;60,0;211080,0;0,6976;147257,75;0,3
Mindelheim;Landkreis Unterallgäu;4,80717E+16;1,05184E+16;;0,0;very low;0,0;0,0;D;3518,0;92,12;324075,51;0,2677;86764,29;0,2
Würzburg;;4,97998E+15;9,92688E+15;;0,0;very low;0,0;0,0;B;3022,0;60,0;181320,0;0,6782;122965,48;0,3
Würzburg;;4,97994E+15;9,927E+15;;0,0;very low;0,0;0,0;C;3022,0;70,57;213272,35;0,4127;88024,26;0,2
Würzburg;;4,97988E+15;9,93083E+14;;0,0;very low;0,0;0,0;C;3022,0;60,0;181320,0;0,475;86130,29;0,2
Memmingerberg;Landkreis Unterallgäu;4,79908E+15;1,02198E+16;;0,0;very low;0,0;0,0;G;3518,0;70,27;247226,54;0,4353;107608,33;0,2
Westerheim;Landkreis Unterallgäu;4,79978E+15;1,0315E+16;;0,0;very low;0,0;0,0;A+;3518,0;278,59;980082,24;0,5121;501866,0;0,25
Sontheim;Landkreis Unterallgäu;4,79974E+16;1,03995E+16;;0,0;very low;0,0;0,0;E;3518,0;60,0;211080,0;0,6748;142440,17;0,3
Grainau;Landkreis Garmisch-Partenkirchen;4,74354E+15;1,10066E+16;;0,0;very low;0,0;0,0;A;7326,0;60,0;439560,0;0,3535;155362,84;0,2
Schwangau;Landkreis Ostallgäu;4,7536E+15;1,08396E+16;;0,0;very low;0,0;0,0;A;3907,0;60,0;234420,0;0,3624;84958,96;0,2
Halblech;Landkreis Ostallgäu;4,76142E+16;1,08054E+16;;0,0;very low;0,0;0,0;G;3907,0;168,11;656789,67;0,4328;284259,99;0,2
Roßhaupten;Landkreis Ostallgäu;4,76843E+15;1,07178E+16;;0,0;very low;0,0;0,0;E;3907,0;60,0;234420,0;0,4019;94221,58;0,2
Füssen;Landkreis Ostallgäu;4,75526E+15;1,06943E+16;;0,0;very low;0,0;0,0;G;3907,0;60,0;234420,0;0,3198;74970,13;0,2
Füssen;Landkreis Ostallgäu;4,75769E+15;1,06328E+16;;0,0;very low;0,0;0,0;A;3907,0;60,0;234420,0;0,6279;147183,36;0,3
Füssen;Landkreis Ostallgäu;4,75719E+15;1,0621E+16;;0,0;very low;0,0;0,0;D;3907,0;60,0;234420,0;0,3979;93283,19;0,2
Füssen;Landkreis Ostallgäu;4,75681E+15;1,06047E+16;;0,0;very low;0,0;0,0;C;3907,0;66,2;258651,28;0,5189;134203,42;0,25
Durach;Landkreis Oberallgäu;4,77002E+16;1,03796E+16;;0,0;very low;0,0;0,0;A+;4851,0;60,0;291060,0;0,5135;149461,42;0,25
Durach;Landkreis Oberallgäu;4,76978E+15;1,0413E+16;;0,0;very low;0,0;0,0;E;4851,0;120,14;582799,33;0,2211;128839,11;0,2
Sulzberg;Landkreis Oberallgäu;4,76752E+15;1,03566E+16;;0,0;very low;0,0;0,0;C;4851,0;60,0;291060,0;0,4855;141312,86;0,2
Buchenberg;Landkreis Oberallgäu;4,77119E+15;1,01714E+16;;0,0;very low;0,0;0,0;F;4851,0;378,42;1835727,01;0,087;159764,51;0,2
Waltenhofen;Landkreis Oberallgäu;4,76258E+15;1,02211E+16;;0,0;very low;0,0;0,0;F;4851,0;87,13;422691,2;0,2625;110953,71;0,2
Waltenhofen;Landkreis Oberallgäu;4,7646E+15;1,0265E+16;;0,0;very low;0,0;0,0;F;4851,0;60,0;291060,0;0,458;133299,86;0,2
Weitnau;Landkreis Oberallgäu;4,76727E+15;1,01634E+16;;0,0;very low;0,0;0,0;C;4851,0;60,0;291060,0;0,5153;149995,01;0,25
Giebelstadt;Landkreis Würzburg;4,96099E+15;9,96275E+15;;0,0;very low;0,0;0,0;A;3022,0;60,0;181320,0;0,4427;80277,94;0,2
Kirchheim;Landkreis Würzburg;4,9645E+16;9,84633E+15;;0,0;very low;0,0;0,0;G;3022,0;68,64;207430,35;0,7148;148264,38;0,3
Neubrunn;Landkreis Würzburg;4,97314E+15;9,68533E+14;;0,0;very low;0,0;0,0;C;3022,0;134,76;407254,61;0,1338;54492,69;0,2
Helmstadt;Landkreis Würzburg;4,97596E+15;9,7474E+15;;0,0;very low;0,0;0,0;E;3022,0;60,0;181320,0;0,5178;93893,75;0,25
Altertheim;Landkreis Würzburg;4,97423E+15;9,75784E+15;;0,0;very low;0,0;0,0;D;3022,0;266,89;806527,43;0,189;152438,55;0,2
Eisingen;Landkreis Würzburg;4,97587E+14;9,82668E+15;;0,0;very low;0,0;0,0;D;3022,0;107,56;325031,56;0,5827;189382,91;0,25
Höchberg;Landkreis Würzburg;4,9778E+15;9,86672E+15;;0,0;very low;0,0;0,0;B;3022,0;185,69;561167,68;0,4233;237565,67;0,2
Höchberg;Landkreis Würzburg;4,97834E+15;9,90102E+14;;0,0;very low;0,0;0,0;D;3022,0;100,86;304809,25;0,4093;124746,91;0,2
Waldbüttelbrunn;Landkreis Würzburg;4,97889E+15;9,8162E+15;;0,0;very low;0,0;0,0;F;3022,0;478,13;1444905,08;0,1293;186832,42;0,2
Hettstadt;Landkreis Würzburg;4,98066E+16;9,84397E+14;;0,0;very low;0,0;0,0;D;3022,0;137,79;416410,1;0,6285;261725,71;0,3
Zell am Main;Landkreis Würzburg;4,9793E+15;9,88002E+15;;0,0;very low;0,0;0,0;A;3022,0;217,89;658455,62;0,2987;196684,61;0,2
Margetshöchheim;Landkreis Würzburg;4,98354E+15;9,85952E+14;;0,0;very low;0,0;0,0;E;3022,0;60,0;181320,0;0,7185;130286,73;0,3
Güntersleben;Landkreis Würzburg;4,9891E+15;9,89775E+15;;0,0;very low;0,0;0,0;A+;3022,0;60,0;181320,0;0,6953;126077,88;0,3
Veitshöchheim;Landkreis Würzburg;4,9843E+16;9,8955E+15;;0,0;very low;0,0;0,0;D;3022,0;120,76;364947,84;0,4457;162649,17;0,2
Veitshöchheim;Landkreis Würzburg;4,98519E+15;9,90034E+14;;0,0;very low;0,0;0,0;H;3022,0;60,0;181320,0;0,6889;124906,11;0,3
Veitshöchheim;Landkreis Würzburg;4,98534E+15;9,87319E+15;;0,0;very low;0,0;0,0;E;3022,0;104,63;316185,46;0,4626;146275,79;0,2
Eibelstadt;Landkreis Würzburg;4,97237E+15;1,00165E+16;;0,0;very low;0,0;0,0;F;3022,0;222,66;672884,79;0,3873;260577,26;0,2
Theilheim;Landkreis Würzburg;4,97556E+15;1,00556E+16;;0,0;very low;0,0;0,0;E;3022,0;128,89;389509,9;0,1379;53719,89;0,2
Randersacker;Landkreis Würzburg;4,97373E+14;1,00154E+15;;0,0;very low;0,0;0,0;F;3022,0;60,32;182282,28;0,5313;96844,13;0,25
Gerbrunn;Landkreis Würzburg;4,97827E+14;1,00067E+14;;0,0;very low;0,0;0,0;A;3022,0;137,42;415284,22;0,3312;137558,05;0,2
Gerbrunn;Landkreis Würzburg;4,97866E+16;1,00025E+16;;0,0;very low;0,0;0,0;B;3022,0;197,32;596291,75;0,371;221211,21;0,2
Rottendorf;Landkreis Würzburg;4,97948E+15;1,00244E+16;;0,0;very low;0,0;0,0;H;3022,0;92,91;280780,26;0,4194;117752,02;0,2
Kürnach;Landkreis Würzburg;4,98447E+16;1,00489E+16;;0,0;very low;0,0;0,0;C;3022,0;136,15;411450,83;0,493;202830,93;0,2
Estenfeld;Landkreis Würzburg;4,9819E+15;1,00155E+16;;0,0;very low;0,0;0,0;G;3022,0;89,22;269631,29;0,5014;135191,02;0,25
Unterpleichfeld;Landkreis Würzburg;4,98775E+15;1,00239E+15;;0,0;very low;0,0;0,0;E;3022,0;140,32;424034,12;0,3758;159353,3;0,2
Hausen b. Würzburg;Landkreis Würzburg;4,9904E+14;1,00068E+14;;0,0;very low;0,0;0,0;C;3022,0;60,0;181320,0;0,6587;119428,61;0,3
Weisendorf;Landkreis Erlangen-Höchstadt;4,96176E+15;1,08417E+16;;0,0;very low;0,0;0,0;H;4319,0;60,0;259140,0;0,5835;151203,43;0,25
Weisendorf;Landkreis Erlangen-Höchstadt;4,95947E+15;1,0819E+15;;0,0;very low;0,0;0,0;E;4319,0;206,94;893758,1;0,2354;210431,81;0,2
Puschendorf;Landkreis Fürth;4,9526E+15;1,08342E+16;;0,0;very low;0,0;0,0;C;4602,0;80,74;371565,02;0,2634;97854,04;0,2
Henfenfeld;Landkreis Nürnberger Land;4,94939E+15;1,13901E+16;;0,0;very low;0,0;0,0;E;3585,0;84,28;302153,73;0,1121;33882,39;0,2
Hersbruck;Landkreis Nürnberger Land;4,95187E+14;1,14019E+16;;0,0;very low;0,0;0,0;A;3585,0;60,0;215100,0;0,5095;109594,03;0,25
Hersbruck;Landkreis Nürnberger Land;4,95244E+15;1,14474E+16;;0,0;very low;0,0;0,0;D;3585,0;60,0;215100,0;0,6967;149850,26;0,3
Hersbruck;Landkreis Nürnberger Land;4,94988E+15;1,14424E+16;;0,0;very low;0,0;0,0;D;3585,0;60,0;215100,0;0,2785;59908,62;0,2
Kirchensittenbach;Landkreis Nürnberger Land;4,95979E+15;1,14369E+15;;0,0;very low;0,0;0,0;H;3585,0;81,99;293932,22;0,2039;59941,77;0,2
Simmelsdorf;Landkreis Nürnberger Land;4,9632E+15;1,13196E+15;;0,0;very low;0,0;0,0;H;3585,0;72,03;258220,52;0,5224;134898,11;0,25
Schnaittach;Landkreis Nürnberger Land;4,95789E+15;1,13887E+16;;0,0;very low;0,0;0,0;G;3585,0;114,85;411734,13;0,152;62564,7;0,2
Schnaittach;Landkreis Nürnberger Land;4,96136E+15;1,14188E+16;;0,0;very low;0,0;0,0;D;3585,0;238,22;854008,13;0,1798;153557,04;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,9564E+15;1,11917E+16;;0,0;very low;0,0;0,0;A;4319,0;63,81;275610,64;0,5272;145313,59;0,25
Eckental;Landkreis Erlangen-Höchstadt;4,95781E+16;1,12717E+16;;0,0;very low;0,0;0,0;F;4319,0;330,93;1429266,94;0,1204;172046,46;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,95827E+15;1,11967E+15;;0,0;very low;0,0;0,0;E;4319,0;91,08;393366,48;0,1975;77698,97;0,2
Eckental;Landkreis Erlangen-Höchstadt;4,95836E+15;1,12436E+16;;0,0;very low;0,0;0,0;B;4319,0;60,0;259140,0;0,4259;110365,85;0,2
Aurachtal;Landkreis Erlangen-Höchstadt;4,95767E+15;1,08255E+16;;0,0;very low;0,0;0,0;A;4319,0;60,0;259140,0;0,6871;178064,19;0,3
Großenseebach;Landkreis Erlangen-Höchstadt;4,96171E+15;1,08798E+16;;0,0;very low;0,0;0,0;C;4319,0;80,71;348572,28;0,7256;252930,56;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,96045E+15;1,08463E+16;;0,0;very low;0,0;0,0;D;4319,0;60,0;259140,0;0,4477;116009,47;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08865E+16;;0,0;very low;0,0;0,0;H;4319,0;78,52;339131,53;0,2455;83243,32;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95519E+15;1,08889E+16;;0,0;very low;0,0;0,0;E;4319,0;69,0;297989,74;0,6595;196533,27;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,9569E+15;1,08557E+16;;0,0;very low;0,0;0,0;D;4319,0;131,51;567983,64;0,1738;98725,16;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95716E+15;1,08965E+15;;0,0;very low;0,0;0,0;A;4319,0;112,26;484872,44;0,1085;52590,6;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4,95512E+15;1,08463E+16;;0,0;very low;0,0;0,0;D;4319,0;80,58;348005,7;0,6897;240028,19;0,3
Heßdorf;Landkreis Erlangen-Höchstadt;4,96562E+14;1,08794E+16;;0,0;very low;0,0;0,0;D;4319,0;60,0;259140,0;0,5122;132722,57;0,25
Röttenbach;Landkreis Erlangen-Höchstadt;4,96724E+15;1,09267E+15;;0,0;very low;0,0;0,0;F;4319,0;390,62;1687105,06;0,1214;204738,76;0,2
Hemhofen;Landkreis Erlangen-Höchstadt;4,96848E+15;1,09379E+14;;0,0;very low;0,0;0,0;G;4319,0;93,32;403041,61;0,5309;213994,64;0,25
Adelsdorf;Landkreis Erlangen-Höchstadt;4,97086E+16;1,08854E+16;;0,0;very low;0,0;0,0;H;4319,0;60,0;259140,0;0,2027;52539,8;0,2
Adelsdorf;Landkreis Erlangen-Höchstadt;4,96899E+15;1,09091E+16;;0,0;very low;0,0;0,0;H;4319,0;290,58;1255007,06;0,1224;153626,78;0,2
Zirndorf;Landkreis Fürth;4,94429E+15;1,09529E+16;;0,0;very low;0,0;0,0;C;4602,0;78,19;359832,52;0,2351;84589,62;0,2
Zirndorf;Landkreis Fürth;4,94334E+15;1,09427E+16;;0,0;very low;0,0;0,0;A;4602,0;147,7;679710,99;0,316;214796,36;0,2
Zirndorf;Landkreis Fürth;4,94486E+15;1,09028E+16;;0,0;very low;0,0;0,0;A+;4602,0;60,0;276120,0;0,5941;164055,53;0,25
Zirndorf;Landkreis Fürth;4,9434E+15;1,09452E+16;;0,0;very low;0,0;0,0;A;4602,0;60,0;276120,0;0,4738;130819,96;0,2
Zirndorf;Landkreis Fürth;4,94485E+15;1,09452E+16;;0,0;very low;0,0;0,0;D;4602,0;187,6;863356,28;0,1609;138874,06;0,2
Zirndorf;Landkreis Fürth;4,94168E+16;1,0936E+15;;0,0;very low;0,0;0,0;A;4602,0;60,0;276120,0;0,6519;180013,0;0,3
Zirndorf;Landkreis Fürth;4,94325E+16;1,09391E+16;;0,0;very low;0,0;0,0;H;4602,0;62,71;288613,45;0,4664;134599,34;0,2
Oberasbach;Landkreis Fürth;4,94191E+15;1,09818E+16;;0,0;very low;0,0;0,0;E;4602,0;65,99;303680,76;0,4729;143619,31;0,2
Oberasbach;Landkreis Fürth;4,94189E+15;1,09613E+15;;0,0;very low;0,0;0,0;C;4602,0;60,0;276120,0;0,7329;202356,95;0,3
Oberasbach;Landkreis Fürth;4,94292E+15;1,09495E+16;;0,0;very low;0,0;0,0;B;4602,0;65,47;301277,15;0,5198;156600,32;0,25
Oberasbach;Landkreis Fürth;4,94302E+15;1,09718E+16;;0,0;very low;0,0;0,0;H;4602,0;60,0;276120,0;0,6018;166168,9;0,3
Oberasbach;Landkreis Fürth;4,94268E+15;1,0986E+16;;0,0;very low;0,0;0,0;D;4602,0;224,02;1030918,74;0,1146;118106,85;0,2
Stein;Landkreis Fürth;4,93898E+14;1,09478E+16;;0,0;very low;0,0;0,0;D;4602,0;60,0;276120,0;0,43;118731,35;0,2
Stein;Landkreis Fürth;4,93965E+15;1,09237E+16;;0,0;very low;0,0;0,0;A;4602,0;94,85;436501,82;0,4125;180038,23;0,2
Stein;Landkreis Fürth;4,94141E+15;1,10061E+16;;0,0;very low;0,0;0,0;E;4602,0;100,93;464481,43;0,1303;60534,97;0,2
