ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht
Roßtal;Landkreis Fürth;4937440000000000;10869000000000000;;0,0;very low;0,0;0,0;C;4602;96,7;444994,57;0,4721;210094,43;0,2
Großhabersdorf;Landkreis Fürth;4940830000000000;10814700000000000;;0,0;very low;0,0;0,0;G;4602;60,0;276120,0;0,4538;125314,21;0,2
Burgthann;Landkreis Nürnberger Land;493284000000000;11381700000000000;;0,0;very low;0,0;0,0;B;3585;60,0;215100,0;0,4604;99030,75;0,2
Burgthann;Landkreis Nürnberger Land;4933240000000000;11313400000000000;;0,0;very low;0,0;0,0;G;3585;137,07;491400,22;0,2164;106334,17;0,2
Burgthann;Landkreis Nürnberger Land;4935690000000000;11308300000000000;;0,0;very low;0,0;0,0;C;3585;60,0;215100,0;0,6251;134450,52;0,3
Allersberg;Landkreis Roth;4924420000000000;11260300000000000;;0,0;very low;0,0;0,0;H;3631;74,35;269972,3;0,5428;146534,23;0,25
Allersberg;Landkreis Roth;4925330000000;11260400000000000;;0,0;very low;0,0;0,0;C;3631;189,0;686265,11;0,3327;228318,34;0,2
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;49291000000000;1126520000000000;;0,0;very low;0,0;0,0;D;3013;137,21;413402,97;0,4655;192454,96;0,2
Pyrbaum;Landkreis Neumarkt in der Oberpfalz;4929940000000000;11307500000000000;;0,0;very low;0,0;0,0;D;3013;81,93;246848,9;0,5617;138653,32;0,25
Dasing;Landkreis Aichach-Friedberg;4837550000000000;11038300000000000;;0,0;very low;0,0;0,0;G;4487;60,0;269220,0;0,5386;144990,85;0,25
Wildpoldsried;Landkreis Oberallgäu;4778640000000000;10397600000000000;;0,0;very low;0,0;0,0;H;4851;60,0;291060,0;0,4874;141867,06;0,2
Haldenwang;Landkreis Oberallgäu;4780550000000000;1034210000000000;;0,0;very low;0,0;0,0;G;4851;60,0;291060,0;0,533;155136,91;0,25
Collenberg;Landkreis Miltenberg;4978710000000000;9325770000000000;;0,0;very low;0,0;0,0;C;2785;85,21;237302,3;0,3781;89723,53;0,2
Babenhausen;Landkreis Unterallgäu;4815450000000000;10214000000000000;;0,0;very low;0,0;0,0;C;3518;146,34;514828,29;0,2984;153626,35;0,2
Erkheim;Landkreis Unterallgäu;4805290000000000;10321000000000000;;0,0;very low;0,0;0,0;D;3518;60,0;211080,0;0,4235;89398,29;0,2
Boos;Landkreis Unterallgäu;480869000000000;10225400000000000;;0,0;very low;0,0;0,0;C;3518;60,0;211080,0;0,6834;144250,36;0,3
Biessenhofen;Landkreis Ostallgäu;4783570000000000;1064830000000000;;0,0;very low;0,0;0,0;A+;3907;60,0;234420,0;0,3933;92201,32;0,2
Mauerstetten;Landkreis Ostallgäu;4789010000000000;10677400000000000;;0,0;very low;0,0;0,0;G;3907;60,0;234420,0;0,733;171838,09;0,3
Stöttwang;Landkreis Ostallgäu;47861200000000000;1068660000000000;;0,0;very low;0,0;0,0;A+;3907;84,1;328562,15;0,4109;135000,8;0,2
Germaringen;Landkreis Ostallgäu;47955200000000;1068360000000000;;0,0;very low;0,0;0,0;H;3907;173,99;679790,91;0,2014;136933,53;0,2
Pforzen;Landkreis Ostallgäu;4794040000000000;10599800000000000;;0,0;very low;0,0;0,0;C;3907;60,0;234420,0;0,4942;115849,88;0,2
Markt Rettenbach;Landkreis Unterallgäu;47956900000000000;10358900000000000;;0,0;very low;0,0;0,0;E;3518;117,85;414584,96;0,588;243791,49;0,25
Ottobeuren;Landkreis Unterallgäu;4794440000000000;103407000000000;;0,0;very low;0,0;0,0;C;3518;60,0;211080,0;0,644;135941,73;0,3
Ottobeuren;Landkreis Unterallgäu;47934600000000000;10279200000000000;;0,0;very low;0,0;0,0;F;3518;65,84;231623,86;0,4336;100438,5;0,2
Wolfertschwenden;Landkreis Unterallgäu;4791140000000000;10248100000000000;;0,0;very low;0,0;0,0;H;3518;60,0;211080,0;0,6714;141715,31;0,3
Buxheim;Landkreis Unterallgäu;4800360000000000;10122600000000000;;0,0;very low;0,0;0,0;F;3518;60,0;211080,0;0,5784;122098,28;0,25
Woringen;Landkreis Unterallgäu;47925800000000000;10197000000000000;;0,0;very low;0,0;0,0;D;3518;60,0;211080,0;0,6272;132378,89;0,3
Bad Grönenbach;Landkreis Unterallgäu;4787130000000000;10216200000000000;;0,0;very low;0,0;0,0;B;3518;180,23;634044,96;0,1832;116159,62;0,2
Würzburg;;4977830000000000;9935960000000000;;0,0;very low;0,0;0,0;E;3022;97,77;295469,38;0,4798;141770,35;0,2
Würzburg;;497858000000000;993336000000000;;0,0;very low;0,0;0,0;H;3022;60,0;181320,0;0,7274;131893,29;0,3
Würzburg;;4978010000000000;9939060000000000;;0,0;very low;0,0;0,0;C;3022;60,0;181320,0;0,6022;109195,99;0,3
Würzburg;;4978990000000000;9944100000000000;;0,0;very low;0,0;0,0;A+;3022;483,36;1460710,1;0,0673;98377,81;0,2
Würzburg;;4977410000000000;9934740000000000;;0,0;very low;0,0;0,0;A;3022;104,71;316421,56;0,2431;76911,62;0,2
Mindelheim;Landkreis Unterallgäu;4807310000000000;10501200000000000;;0,0;very low;0,0;0,0;F;3518;86,83;305480,86;0,1569;47915,78;0,2
Mindelheim;Landkreis Unterallgäu;480432000000000;10538900000000000;;0,0;very low;0,0;0,0;A+;3518;62,68;220503,94;0,6298;138872,72;0,3
Mindelheim;Landkreis Unterallgäu;48036700000000000;10453800000000000;;0,0;very low;0,0;0,0;E;3518;60,0;211080,0;0,6976;147257,75;0,3
Mindelheim;Landkreis Unterallgäu;48071700000000000;10518400000000000;;0,0;very low;0,0;0,0;D;3518;92,12;324075,51;0,2677;86764,29;0,2
Würzburg;;4979980000000000;9926880000000000;;0,0;very low;0,0;0,0;B;3022;60,0;181320,0;0,6782;122965,48;0,3
Würzburg;;4979940000000000;9927000000000000;;0,0;very low;0,0;0,0;C;3022;70,57;213272,35;0,4127;88024,26;0,2
Würzburg;;4979880000000000;993083000000000;;0,0;very low;0,0;0,0;C;3022;60,0;181320,0;0,475;86130,29;0,2
Memmingerberg;Landkreis Unterallgäu;4799080000000000;10219800000000000;;0,0;very low;0,0;0,0;G;3518;70,27;247226,54;0,4353;107608,33;0,2
Westerheim;Landkreis Unterallgäu;4799780000000000;10315000000000000;;0,0;very low;0,0;0,0;A+;3518;278,59;980082,24;0,5121;501866,0;0,25
Sontheim;Landkreis Unterallgäu;47997400000000000;10399500000000000;;0,0;very low;0,0;0,0;E;3518;60,0;211080,0;0,6748;142440,17;0,3
Grainau;Landkreis Garmisch-Partenkirchen;4743540000000000;11006600000000000;;0,0;very low;0,0;0,0;A;7326;60,0;439560,0;0,3535;155362,84;0,2
Schwangau;Landkreis Ostallgäu;4753600000000000;10839600000000000;;0,0;very low;0,0;0,0;A;3907;60,0;234420,0;0,3624;84958,96;0,2
Halblech;Landkreis Ostallgäu;47614200000000000;10805400000000000;;0,0;very low;0,0;0,0;G;3907;168,11;656789,67;0,4328;284259,99;0,2
Roßhaupten;Landkreis Ostallgäu;4768430000000000;10717800000000000;;0,0;very low;0,0;0,0;E;3907;60,0;234420,0;0,4019;94221,58;0,2
Füssen;Landkreis Ostallgäu;4755260000000000;10694300000000000;;0,0;very low;0,0;0,0;G;3907;60,0;234420,0;0,3198;74970,13;0,2
Füssen;Landkreis Ostallgäu;4757690000000000;10632800000000000;;0,0;very low;0,0;0,0;A;3907;60,0;234420,0;0,6279;147183,36;0,3
Füssen;Landkreis Ostallgäu;4757190000000000;10621000000000000;;0,0;very low;0,0;0,0;D;3907;60,0;234420,0;0,3979;93283,19;0,2
Füssen;Landkreis Ostallgäu;4756810000000000;10604700000000000;;0,0;very low;0,0;0,0;C;3907;66,2;258651,28;0,5189;134203,42;0,25
Durach;Landkreis Oberallgäu;47700200000000000;10379600000000000;;0,0;very low;0,0;0,0;A+;4851;60,0;291060,0;0,5135;149461,42;0,25
Durach;Landkreis Oberallgäu;4769780000000000;10413000000000000;;0,0;very low;0,0;0,0;E;4851;120,14;582799,33;0,2211;128839,11;0,2
Sulzberg;Landkreis Oberallgäu;4767520000000000;10356600000000000;;0,0;very low;0,0;0,0;C;4851;60,0;291060,0;0,4855;141312,86;0,2
Buchenberg;Landkreis Oberallgäu;4771190000000000;10171400000000000;;0,0;very low;0,0;0,0;F;4851;378,42;1835727,01;0,087;159764,51;0,2
Waltenhofen;Landkreis Oberallgäu;4762580000000000;10221100000000000;;0,0;very low;0,0;0,0;F;4851;87,13;422691,2;0,2625;110953,71;0,2
Waltenhofen;Landkreis Oberallgäu;4764600000000000;10265000000000000;;0,0;very low;0,0;0,0;F;4851;60,0;291060,0;0,458;133299,86;0,2
Weitnau;Landkreis Oberallgäu;4767270000000000;10163400000000000;;0,0;very low;0,0;0,0;C;4851;60,0;291060,0;0,5153;149995,01;0,25
Giebelstadt;Landkreis Würzburg;4960990000000000;9962750000000000;;0,0;very low;0,0;0,0;A;3022;60,0;181320,0;0,4427;80277,94;0,2
Kirchheim;Landkreis Würzburg;49645000000000000;9846330000000000;;0,0;very low;0,0;0,0;G;3022;68,64;207430,35;0,7148;148264,38;0,3
Neubrunn;Landkreis Würzburg;4973140000000000;968533000000000;;0,0;very low;0,0;0,0;C;3022;134,76;407254,61;0,1338;54492,69;0,2
Helmstadt;Landkreis Würzburg;4975960000000000;9747400000000000;;0,0;very low;0,0;0,0;E;3022;60,0;181320,0;0,5178;93893,75;0,25
Altertheim;Landkreis Würzburg;4974230000000000;9757840000000000;;0,0;very low;0,0;0,0;D;3022;266,89;806527,43;0,189;152438,55;0,2
Eisingen;Landkreis Würzburg;497587000000000;9826680000000000;;0,0;very low;0,0;0,0;D;3022;107,56;325031,56;0,5827;189382,91;0,25
Höchberg;Landkreis Würzburg;4977800000000000;9866720000000000;;0,0;very low;0,0;0,0;B;3022;185,69;561167,68;0,4233;237565,67;0,2
Höchberg;Landkreis Würzburg;4978340000000000;990102000000000;;0,0;very low;0,0;0,0;D;3022;100,86;304809,25;0,4093;124746,91;0,2
Waldbüttelbrunn;Landkreis Würzburg;4978890000000000;9816200000000000;;0,0;very low;0,0;0,0;F;3022;478,13;1444905,08;0,1293;186832,42;0,2
Hettstadt;Landkreis Würzburg;49806600000000000;984397000000000;;0,0;very low;0,0;0,0;D;3022;137,79;416410,1;0,6285;261725,71;0,3
Zell am Main;Landkreis Würzburg;4979300000000000;9880020000000000;;0,0;very low;0,0;0,0;A;3022;217,89;658455,62;0,2987;196684,61;0,2
Margetshöchheim;Landkreis Würzburg;4983540000000000;985952000000000;;0,0;very low;0,0;0,0;E;3022;60,0;181320,0;0,7185;130286,73;0,3
Güntersleben;Landkreis Würzburg;4989100000000000;9897750000000000;;0,0;very low;0,0;0,0;A+;3022;60,0;181320,0;0,6953;126077,88;0,3
Veitshöchheim;Landkreis Würzburg;49843000000000000;9895500000000000;;0,0;very low;0,0;0,0;D;3022;120,76;364947,84;0,4457;162649,17;0,2
Veitshöchheim;Landkreis Würzburg;4985190000000000;990034000000000;;0,0;very low;0,0;0,0;H;3022;60,0;181320,0;0,6889;124906,11;0,3
Veitshöchheim;Landkreis Würzburg;4985340000000000;9873190000000000;;0,0;very low;0,0;0,0;E;3022;104,63;316185,46;0,4626;146275,79;0,2
Eibelstadt;Landkreis Würzburg;4972370000000000;10016500000000000;;0,0;very low;0,0;0,0;F;3022;222,66;672884,79;0,3873;260577,26;0,2
Theilheim;Landkreis Würzburg;4975560000000000;10055600000000000;;0,0;very low;0,0;0,0;E;3022;128,89;389509,9;0,1379;53719,89;0,2
Randersacker;Landkreis Würzburg;497373000000000;1001540000000000;;0,0;very low;0,0;0,0;F;3022;60,32;182282,28;0,5313;96844,13;0,25
Gerbrunn;Landkreis Würzburg;497827000000000;100067000000000;;0,0;very low;0,0;0,0;A;3022;137,42;415284,22;0,3312;137558,05;0,2
Gerbrunn;Landkreis Würzburg;49786600000000000;10002500000000000;;0,0;very low;0,0;0,0;B;3022;197,32;596291,75;0,371;221211,21;0,2
Rottendorf;Landkreis Würzburg;4979480000000000;10024400000000000;;0,0;very low;0,0;0,0;H;3022;92,91;280780,26;0,4194;117752,02;0,2
Kürnach;Landkreis Würzburg;49844700000000000;10048900000000000;;0,0;very low;0,0;0,0;C;3022;136,15;411450,83;0,493;202830,93;0,2
Estenfeld;Landkreis Würzburg;4981900000000000;10015500000000000;;0,0;very low;0,0;0,0;G;3022;89,22;269631,29;0,5014;135191,02;0,25
Unterpleichfeld;Landkreis Würzburg;4987750000000000;1002390000000000;;0,0;very low;0,0;0,0;E;3022;140,32;424034,12;0,3758;159353,3;0,2
Hausen b. Würzburg;Landkreis Würzburg;499040000000000;100068000000000;;0,0;very low;0,0;0,0;C;3022;60,0;181320,0;0,6587;119428,61;0,3
Weisendorf;Landkreis Erlangen-Höchstadt;4961760000000000;10841700000000000;;0,0;very low;0,0;0,0;H;4319;60,0;259140,0;0,5835;151203,43;0,25
Weisendorf;Landkreis Erlangen-Höchstadt;4959470000000000;1081900000000000;;0,0;very low;0,0;0,0;E;4319;206,94;893758,1;0,2354;210431,81;0,2
Puschendorf;Landkreis Fürth;4952600000000000;10834200000000000;;0,0;very low;0,0;0,0;C;4602;80,74;371565,02;0,2634;97854,04;0,2
Henfenfeld;Landkreis Nürnberger Land;4949390000000000;11390100000000000;;0,0;very low;0,0;0,0;E;3585;84,28;302153,73;0,1121;33882,39;0,2
Hersbruck;Landkreis Nürnberger Land;495187000000000;11401900000000000;;0,0;very low;0,0;0,0;A;3585;60,0;215100,0;0,5095;109594,03;0,25
Hersbruck;Landkreis Nürnberger Land;4952440000000000;11447400000000000;;0,0;very low;0,0;0,0;D;3585;60,0;215100,0;0,6967;149850,26;0,3
Hersbruck;Landkreis Nürnberger Land;4949880000000000;11442400000000000;;0,0;very low;0,0;0,0;D;3585;60,0;215100,0;0,2785;59908,62;0,2
Kirchensittenbach;Landkreis Nürnberger Land;4959790000000000;1143690000000000;;0,0;very low;0,0;0,0;H;3585;81,99;293932,22;0,2039;59941,77;0,2
Simmelsdorf;Landkreis Nürnberger Land;4963200000000000;1131960000000000;;0,0;very low;0,0;0,0;H;3585;72,03;258220,52;0,5224;134898,11;0,25
Schnaittach;Landkreis Nürnberger Land;4957890000000000;11388700000000000;;0,0;very low;0,0;0,0;G;3585;114,85;411734,13;0,152;62564,7;0,2
Schnaittach;Landkreis Nürnberger Land;4961360000000000;11418800000000000;;0,0;very low;0,0;0,0;D;3585;238,22;854008,13;0,1798;153557,04;0,2
Eckental;Landkreis Erlangen-Höchstadt;4956400000000000;11191700000000000;;0,0;very low;0,0;0,0;A;4319;63,81;275610,64;0,5272;145313,59;0,25
Eckental;Landkreis Erlangen-Höchstadt;49578100000000000;11271700000000000;;0,0;very low;0,0;0,0;F;4319;330,93;1429266,94;0,1204;172046,46;0,2
Eckental;Landkreis Erlangen-Höchstadt;4958270000000000;1119670000000000;;0,0;very low;0,0;0,0;E;4319;91,08;393366,48;0,1975;77698,97;0,2
Eckental;Landkreis Erlangen-Höchstadt;4958360000000000;11243600000000000;;0,0;very low;0,0;0,0;B;4319;60,0;259140,0;0,4259;110365,85;0,2
Aurachtal;Landkreis Erlangen-Höchstadt;4957670000000000;10825500000000000;;0,0;very low;0,0;0,0;A;4319;60,0;259140,0;0,6871;178064,19;0,3
Großenseebach;Landkreis Erlangen-Höchstadt;4961710000000000;10879800000000000;;0,0;very low;0,0;0,0;C;4319;80,71;348572,28;0,7256;252930,56;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4960450000000000;10846300000000000;;0,0;very low;0,0;0,0;D;4319;60,0;259140,0;0,4477;116009,47;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4956900000000000;10886500000000000;;0,0;very low;0,0;0,0;H;4319;78,52;339131,53;0,2455;83243,32;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4955190000000000;10888900000000000;;0,0;very low;0,0;0,0;E;4319;69,0;297989,74;0,6595;196533,27;0,3
Herzogenaurach;Landkreis Erlangen-Höchstadt;4956900000000000;10855700000000000;;0,0;very low;0,0;0,0;D;4319;131,51;567983,64;0,1738;98725,16;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4957160000000000;1089650000000000;;0,0;very low;0,0;0,0;A;4319;112,26;484872,44;0,1085;52590,6;0,2
Herzogenaurach;Landkreis Erlangen-Höchstadt;4955120000000000;10846300000000000;;0,0;very low;0,0;0,0;D;4319;80,58;348005,7;0,6897;240028,19;0,3
Heßdorf;Landkreis Erlangen-Höchstadt;496562000000000;10879400000000000;;0,0;very low;0,0;0,0;D;4319;60,0;259140,0;0,5122;132722,57;0,25
Röttenbach;Landkreis Erlangen-Höchstadt;4967240000000000;1092670000000000;;0,0;very low;0,0;0,0;F;4319;390,62;1687105,06;0,1214;204738,76;0,2
Hemhofen;Landkreis Erlangen-Höchstadt;4968480000000000;109379000000000;;0,0;very low;0,0;0,0;G;4319;93,32;403041,61;0,5309;213994,64;0,25
Adelsdorf;Landkreis Erlangen-Höchstadt;49708600000000000;10885400000000000;;0,0;very low;0,0;0,0;H;4319;60,0;259140,0;0,2027;52539,8;0,2
Adelsdorf;Landkreis Erlangen-Höchstadt;4968990000000000;10909100000000000;;0,0;very low;0,0;0,0;H;4319;290,58;1255007,06;0,1224;153626,78;0,2
Zirndorf;Landkreis Fürth;4944290000000000;10952900000000000;;0,0;very low;0,0;0,0;C;4602;78,19;359832,52;0,2351;84589,62;0,2
Zirndorf;Landkreis Fürth;4943340000000000;10942700000000000;;0,0;very low;0,0;0,0;A;4602;147,7;679710,99;0,316;214796,36;0,2
Zirndorf;Landkreis Fürth;4944860000000000;10902800000000000;;0,0;very low;0,0;0,0;A+;4602;60,0;276120,0;0,5941;164055,53;0,25
Zirndorf;Landkreis Fürth;4943400000000000;10945200000000000;;0,0;very low;0,0;0,0;A;4602;60,0;276120,0;0,4738;130819,96;0,2
Zirndorf;Landkreis Fürth;4944850000000000;10945200000000000;;0,0;very low;0,0;0,0;D;4602;187,6;863356,28;0,1609;138874,06;0,2
Zirndorf;Landkreis Fürth;49416800000000000;1093600000000000;;0,0;very low;0,0;0,0;A;4602;60,0;276120,0;0,6519;180013,0;0,3
Zirndorf;Landkreis Fürth;49432500000000000;10939100000000000;;0,0;very low;0,0;0,0;H;4602;62,71;288613,45;0,4664;134599,34;0,2
Oberasbach;Landkreis Fürth;4941910000000000;10981800000000000;;0,0;very low;0,0;0,0;E;4602;65,99;303680,76;0,4729;143619,31;0,2
Oberasbach;Landkreis Fürth;4941890000000000;1096130000000000;;0,0;very low;0,0;0,0;C;4602;60,0;276120,0;0,7329;202356,95;0,3
Oberasbach;Landkreis Fürth;4942920000000000;10949500000000000;;0,0;very low;0,0;0,0;B;4602;65,47;301277,15;0,5198;156600,32;0,25
Oberasbach;Landkreis Fürth;4943020000000000;10971800000000000;;0,0;very low;0,0;0,0;H;4602;60,0;276120,0;0,6018;166168,9;0,3
Oberasbach;Landkreis Fürth;4942680000000000;10986000000000000;;0,0;very low;0,0;0,0;D;4602;224,02;1030918,74;0,1146;118106,85;0,2
Stein;Landkreis Fürth;493898000000000;10947800000000000;;0,0;very low;0,0;0,0;D;4602;60,0;276120,0;0,43;118731,35;0,2
Stein;Landkreis Fürth;4939650000000000;10923700000000000;;0,0;very low;0,0;0,0;A;4602;94,85;436501,82;0,4125;180038,23;0,2
Stein;Landkreis Fürth;4941410000000000;11006100000000000;;0,0;very low;0,0;0,0;E;4602;100,93;464481,43;0,1303;60534,97;0,2
Stein;Landkreis Fürth;4939810000000000;10938700000000000;;0,0;very low;0,0;0,0;H;4602;81,72;376084,97;0,7035;264579,73;0,3
Ammerndorf;Landkreis Fürth;4942740000000000;10852000000000000;;0,0;very low;0,0;0,0;C;4602;66,01;303760,97;0,3157;95902,41;0,2
Langenzenn;Landkreis Fürth;4945790000000000;10765100000000000;;0,0;very low;0,0;0,0;E;4602;61,0;280736,15;0,5509;154652,09;0,25
Langenzenn;Landkreis Fürth;4949990000000000;10812000000000000;;0,0;very low;0,0;0,0;C;4602;60,0;276120,0;0,6673;184262,63;0,3
Langenzenn;Landkreis Fürth;4950020000000000;107623000000000;;0,0;very low;0,0;0,0;C;4602;60,0;276120,0;0,6981;192763,92;0,3
Bubenreuth;Landkreis Erlangen-Höchstadt;4962240000000000;11003700000000000;;0,0;very low;0,0;0,0;H;4319;277,12;1196864,7;0,0782;93608,58;0,2
Baiersdorf;Landkreis Erlangen-Höchstadt;4966810000000000;11039300000000000;;0,0;very low;0,0;0,0;F;4319;60,0;259140,0;0,4224;109454,98;0,2
Baiersdorf;Landkreis Erlangen-Höchstadt;4965910000000000;11059400000000000;;0,0;very low;0,0;0,0;G;4319;95,41;412067,55;0,3983;164109,49;0,2
Altdorf bei Nürnberg;Landkreis Nürnberger Land;4938030000000000;1140870000000000;;0,0;very low;0,0;0,0;F;3585;111,17;398532,99;0,2722;108480,68;0,2
